Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
1962-06-20,I Can't Stop Loving You,Ray Charles,1,1,1,8,https://charts-static.billboard.com/img/1962/05/ray-charles-nfd-i-cant-stop-loving-you-uq7-180x180.jpg
1962-06-27,I Can't Stop Loving You,Ray Charles,1,1,1,9,https://charts-static.billboard.com/img/1962/05/ray-charles-nfd-i-cant-stop-loving-you-uq7-180x180.jpg
1962-07-04,The Stripper,David Rose and His Orchestra,1,2,1,9,#
1962-07-11,Roses Are Red (My Love),Bobby Vinton,1,2,1,6,https://charts-static.billboard.com/img/1962/06/bobby-vinton-8lg-180x180.jpg
1962-07-18,Roses Are Red (My Love),Bobby Vinton,1,1,1,7,https://charts-static.billboard.com/img/1962/06/bobby-vinton-8lg-180x180.jpg
1962-07-25,Roses Are Red (My Love),Bobby Vinton,1,1,1,8,https://charts-static.billboard.com/img/1962/06/bobby-vinton-8lg-180x180.jpg
1962-08-01,Roses Are Red (My Love),Bobby Vinton,1,1,1,9,https://charts-static.billboard.com/img/1962/06/bobby-vinton-8lg-180x180.jpg
1962-08-08,Breaking Up Is Hard To Do,Neil Sedaka,1,2,1,7,https://charts-static.billboard.com/img/1962/06/neil-sedaka-yih-180x180.jpg
1962-08-15,Breaking Up Is Hard To Do,Neil Sedaka,1,1,1,8,https://charts-static.billboard.com/img/1962/06/neil-sedaka-yih-180x180.jpg
1962-08-22,The Loco-Motion,Little Eva,1,2,1,9,#
1962-08-29,Sheila,Tommy Roe,1,5,1,6,#
1962-09-05,Sheila,Tommy Roe,1,1,1,7,#
1962-09-12,Sherry,The 4 Seasons,1,11,1,4,https://charts-static.billboard.com/img/1962/08/the-4-seasons-wlh-180x180.jpg
1962-09-19,Sherry,The 4 Seasons,1,1,1,5,https://charts-static.billboard.com/img/1962/08/the-4-seasons-wlh-180x180.jpg
1962-09-26,Sherry,The 4 Seasons,1,1,1,6,https://charts-static.billboard.com/img/1962/08/the-4-seasons-wlh-180x180.jpg
1962-10-03,Sherry,The 4 Seasons,1,1,1,7,https://charts-static.billboard.com/img/1962/08/the-4-seasons-wlh-180x180.jpg
1962-10-10,Sherry,The 4 Seasons,1,1,1,8,https://charts-static.billboard.com/img/1962/08/the-4-seasons-wlh-180x180.jpg
1962-10-17,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1,2,1,7,https://charts-static.billboard.com/img/1962/10/bobby-boris-pickett-and-the-crypt-kickers-000-monster-mash-mjg-180x180.jpg
1962-10-24,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1,1,1,8,https://charts-static.billboard.com/img/1962/10/bobby-boris-pickett-and-the-crypt-kickers-000-monster-mash-mjg-180x180.jpg
1962-10-31,He's A Rebel,The Crystals,1,2,1,9,https://charts-static.billboard.com/img/1962/09/the-crystals-91q-106x106.jpg
1962-11-07,He's A Rebel,The Crystals,1,1,1,10,https://charts-static.billboard.com/img/1962/09/the-crystals-91q-106x106.jpg
1962-11-14,Big Girls Don't Cry,The 4 Seasons,1,2,1,5,https://charts-static.billboard.com/img/1962/10/the-4-seasons-vgt-180x180.jpg
1962-11-21,Big Girls Don't Cry,The 4 Seasons,1,1,1,6,https://charts-static.billboard.com/img/1962/10/the-4-seasons-vgt-180x180.jpg
1962-11-28,Big Girls Don't Cry,The 4 Seasons,1,1,1,7,https://charts-static.billboard.com/img/1962/10/the-4-seasons-vgt-180x180.jpg
1962-12-05,Big Girls Don't Cry,The 4 Seasons,1,1,1,8,https://charts-static.billboard.com/img/1962/10/the-4-seasons-vgt-180x180.jpg
1962-12-12,Big Girls Don't Cry,The 4 Seasons,1,1,1,9,https://charts-static.billboard.com/img/1962/10/the-4-seasons-vgt-180x180.jpg
1962-12-19,Telstar,The Tornadoes,1,5,1,8,#
1962-12-26,Telstar,The Tornadoes,1,1,1,9,#
1963-01-02,Telstar,The Tornadoes,1,1,1,10,#
1963-01-09,Go Away Little Girl,Steve Lawrence,1,2,1,10,https://charts-static.billboard.com/img/1962/11/steve-lawrence-s84-180x180.jpg
1963-01-16,Go Away Little Girl,Steve Lawrence,1,1,1,11,https://charts-static.billboard.com/img/1962/11/steve-lawrence-s84-180x180.jpg
1963-01-23,Walk Right In,The Rooftop Singers,1,11,1,4,#
1963-01-30,Walk Right In,The Rooftop Singers,1,1,1,5,#
1963-02-06,Hey Paula,Paul and Paula,1,2,1,7,#
1963-02-13,Hey Paula,Paul and Paula,1,1,1,8,#
1963-02-20,Hey Paula,Paul and Paula,1,1,1,9,#
1963-02-27,Walk Like A Man,The 4 Seasons,1,3,1,6,https://charts-static.billboard.com/img/1963/01/the-4-seasons-vgt-180x180.jpg
1963-03-06,Walk Like A Man,The 4 Seasons,1,1,1,7,https://charts-static.billboard.com/img/1963/01/the-4-seasons-vgt-180x180.jpg
1963-03-13,Walk Like A Man,The 4 Seasons,1,1,1,8,https://charts-static.billboard.com/img/1963/01/the-4-seasons-vgt-180x180.jpg
1963-03-20,Our Day Will Come,Ruby And The Romantics,1,2,1,7,#
1963-03-27,He's So Fine,The Chiffons,1,4,1,6,https://charts-static.billboard.com/img/1963/02/the-chiffons-x2x-180x180.jpg
1963-04-03,He's So Fine,The Chiffons,1,1,1,7,https://charts-static.billboard.com/img/1963/02/the-chiffons-x2x-180x180.jpg
1963-04-10,He's So Fine,The Chiffons,1,1,1,8,https://charts-static.billboard.com/img/1963/02/the-chiffons-x2x-180x180.jpg
1963-04-17,He's So Fine,The Chiffons,1,1,1,9,https://charts-static.billboard.com/img/1963/02/the-chiffons-x2x-180x180.jpg
1963-04-24,I Will Follow Him,Little Peggy March,1,3,1,6,#
1963-05-01,I Will Follow Him,Little Peggy March,1,1,1,7,#
1963-05-08,I Will Follow Him,Little Peggy March,1,1,1,8,#
1963-05-15,If You Wanna Be Happy,Jimmy Soul,1,3,1,8,#
1963-05-22,If You Wanna Be Happy,Jimmy Soul,1,1,1,9,#
1963-05-29,It's My Party,Lesley Gore,1,9,1,4,https://charts-static.billboard.com/img/1963/05/lesley-gore-koo-180x180.jpg
1963-06-05,It's My Party,Lesley Gore,1,1,1,5,https://charts-static.billboard.com/img/1963/05/lesley-gore-koo-180x180.jpg
1963-06-12,Sukiyaki,Kyu Sakamoto,1,2,1,6,#
1963-06-19,Sukiyaki,Kyu Sakamoto,1,1,1,7,#
1963-06-26,Sukiyaki,Kyu Sakamoto,1,1,1,8,#
1963-07-03,Easier Said Than Done,The Essex,1,5,1,5,#
1963-07-10,Easier Said Than Done,The Essex,1,1,1,6,#
1963-07-17,Surf City,Jan & Dean,1,2,1,6,https://charts-static.billboard.com/img/1963/06/jan-dean-x2z-180x180.jpg
1963-07-24,Surf City,Jan & Dean,1,1,1,7,https://charts-static.billboard.com/img/1963/06/jan-dean-x2z-180x180.jpg
1963-07-31,So Much In Love,The Tymes,1,2,1,10,#
1963-08-07,Fingertips - Pt 2,Little Stevie Wonder,1,2,1,8,https://charts-static.billboard.com/img/1963/06/stevie-wonder-12f-180x180.jpg
1963-08-14,Fingertips - Pt 2,Little Stevie Wonder,1,1,1,9,https://charts-static.billboard.com/img/1963/06/stevie-wonder-12f-180x180.jpg
1963-08-21,Fingertips - Pt 2,Little Stevie Wonder,1,1,1,10,https://charts-static.billboard.com/img/1963/06/stevie-wonder-12f-180x180.jpg
1963-08-28,My Boyfriend's Back,The Angels,1,4,1,5,https://charts-static.billboard.com/img/1963/08/the-angels-bv9-106x106.jpg
1963-09-04,My Boyfriend's Back,The Angels,1,1,1,6,https://charts-static.billboard.com/img/1963/08/the-angels-bv9-106x106.jpg
1963-09-11,My Boyfriend's Back,The Angels,1,1,1,7,https://charts-static.billboard.com/img/1963/08/the-angels-bv9-106x106.jpg
1963-09-18,Blue Velvet,Bobby Vinton,1,2,1,7,https://charts-static.billboard.com/img/1963/08/bobby-vinton-8lg-180x180.jpg
1963-09-25,Blue Velvet,Bobby Vinton,1,1,1,8,https://charts-static.billboard.com/img/1963/08/bobby-vinton-8lg-180x180.jpg
1963-10-02,Blue Velvet,Bobby Vinton,1,1,1,9,https://charts-static.billboard.com/img/1963/08/bobby-vinton-8lg-180x180.jpg
1963-10-09,Sugar Shack,Jimmy Gilmer And The Fireballs,1,4,1,4,#
1963-10-16,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,1,5,#
1963-10-23,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,1,6,#
1963-10-30,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,1,7,#
1963-11-06,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,1,8,#
1963-11-13,Deep Purple,Nino Tempo & April Stevens,1,2,1,10,https://charts-static.billboard.com/img/1963/09/nino-tempo-t5o-180x180.jpg
1963-11-20,I'm Leaving It Up To You,Dale & Grace,1,4,1,8,#
1963-11-27,I'm Leaving It Up To You,Dale & Grace,1,1,1,9,#
1963-12-04,Dominique,The Singing Nun (Soeur Sourire),1,2,1,5,#
1963-12-11,Dominique,The Singing Nun (Soeur Sourire),1,1,1,6,#
1963-12-18,Dominique,The Singing Nun (Soeur Sourire),1,1,1,7,#
1963-12-25,Dominique,The Singing Nun (Soeur Sourire),1,1,1,8,#
1964-01-01,There! I've Said It Again,Bobby Vinton,1,2,1,6,https://charts-static.billboard.com/img/1963/11/bobby-vinton-8lg-180x180.jpg
1964-01-08,There! I've Said It Again,Bobby Vinton,1,1,1,7,https://charts-static.billboard.com/img/1963/11/bobby-vinton-8lg-180x180.jpg
1964-01-15,There! I've Said It Again,Bobby Vinton,1,1,1,8,https://charts-static.billboard.com/img/1963/11/bobby-vinton-8lg-180x180.jpg
1964-01-22,There! I've Said It Again,Bobby Vinton,1,1,1,9,https://charts-static.billboard.com/img/1963/11/bobby-vinton-8lg-180x180.jpg
1964-01-29,I Want To Hold Your Hand,The Beatles,1,3,1,3,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-02-05,I Want To Hold Your Hand,The Beatles,1,1,1,4,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-02-12,I Want To Hold Your Hand,The Beatles,1,1,1,5,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-02-19,I Want To Hold Your Hand,The Beatles,1,1,1,6,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-02-26,I Want To Hold Your Hand,The Beatles,1,1,1,7,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-03-04,I Want To Hold Your Hand,The Beatles,1,1,1,8,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-03-11,I Want To Hold Your Hand,The Beatles,1,1,1,9,https://charts-static.billboard.com/img/1964/01/the-beatles-tkd-i-want-to-hold-your-hand-8f6-180x180.jpg
1964-03-25,She Loves You,The Beatles,1,1,1,10,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1964-04-01,Can't Buy Me Love,The Beatles,1,27,1,2,https://charts-static.billboard.com/img/1964/03/the-beatles-ism-180x180.jpg
1964-04-08,Can't Buy Me Love,The Beatles,1,1,1,3,https://charts-static.billboard.com/img/1964/03/the-beatles-ism-180x180.jpg
1964-04-15,Can't Buy Me Love,The Beatles,1,1,1,4,https://charts-static.billboard.com/img/1964/03/the-beatles-ism-180x180.jpg
1964-04-22,Can't Buy Me Love,The Beatles,1,1,1,5,https://charts-static.billboard.com/img/1964/03/the-beatles-ism-180x180.jpg
1964-04-29,Can't Buy Me Love,The Beatles,1,1,1,6,https://charts-static.billboard.com/img/1964/03/the-beatles-ism-180x180.jpg
1964-05-06,Hello; Dolly!,Louis Armstrong And The All Stars,1,2,1,13,https://charts-static.billboard.com/img/1964/02/louis-armstrong-6ue-180x180.jpg
1964-05-13,My Guy,Mary Wells,1,3,1,7,https://charts-static.billboard.com/img/1964/04/mary-wells-fuq-180x180.jpg
1964-05-20,My Guy,Mary Wells,1,1,1,8,https://charts-static.billboard.com/img/1964/04/mary-wells-fuq-180x180.jpg
1964-05-27,Love Me Do,The Beatles,1,2,1,8,https://charts-static.billboard.com/img/1964/04/the-beatles-w7h-lovemedo-xk6-180x180.jpg
1964-06-03,Chapel Of Love,The Dixie Cups,1,2,1,6,#
1964-06-10,Chapel Of Love,The Dixie Cups,1,1,1,7,#
1964-06-17,Chapel Of Love,The Dixie Cups,1,1,1,8,#
1964-06-24,A World Without Love,Peter And Gordon,1,2,1,8,#
1964-07-01,I Get Around,The Beach Boys,1,2,1,7,https://charts-static.billboard.com/img/1962/02/the-beach-boys-m76-180x180.jpg
1964-07-08,I Get Around,The Beach Boys,1,1,1,8,https://charts-static.billboard.com/img/1962/02/the-beach-boys-m76-180x180.jpg
1964-07-15,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1,3,1,5,https://charts-static.billboard.com/img/1964/06/the-4-seasons-vgt-180x180.jpg
1964-07-22,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1,1,1,6,https://charts-static.billboard.com/img/1964/06/the-4-seasons-vgt-180x180.jpg
1964-07-29,A Hard Day's Night,The Beatles,1,2,1,3,https://charts-static.billboard.com/img/1964/07/the-beatles-ism-180x180.jpg
1964-08-05,A Hard Day's Night,The Beatles,1,1,1,4,https://charts-static.billboard.com/img/1964/07/the-beatles-ism-180x180.jpg
1964-08-12,Everybody Loves Somebody,Dean Martin,1,2,1,8,https://charts-static.billboard.com/img/1964/06/dean-martin-mm0-180x180.jpg
1964-08-19,Where Did Our Love Go,The Supremes,1,2,1,7,https://charts-static.billboard.com/img/1964/07/the-supremes-w0v-where-did-our-love-go-ucn-180x180.jpg
1964-08-26,Where Did Our Love Go,The Supremes,1,1,1,8,https://charts-static.billboard.com/img/1964/07/the-supremes-w0v-where-did-our-love-go-ucn-180x180.jpg
1964-09-02,House Of The Rising Sun,The Animals,1,2,1,5,https://charts-static.billboard.com/img/1964/08/the-animals-cw6-106x106.jpg
1964-09-09,House Of The Rising Sun,The Animals,1,1,1,6,https://charts-static.billboard.com/img/1964/08/the-animals-cw6-106x106.jpg
1964-09-16,House Of The Rising Sun,The Animals,1,1,1,7,https://charts-static.billboard.com/img/1964/08/the-animals-cw6-106x106.jpg
1964-09-23,Oh; Pretty Woman,Roy Orbison And The Candy Men,1,4,1,5,https://charts-static.billboard.com/img/1964/08/roy-orbison-ro4-106x106.jpg
1964-09-30,Oh; Pretty Woman,Roy Orbison And The Candy Men,1,1,1,6,https://charts-static.billboard.com/img/1964/08/roy-orbison-ro4-106x106.jpg
1964-10-07,Oh; Pretty Woman,Roy Orbison And The Candy Men,1,1,1,7,https://charts-static.billboard.com/img/1964/08/roy-orbison-ro4-106x106.jpg
1964-10-14,Do Wah Diddy Diddy,Manfred Mann,1,2,1,7,https://charts-static.billboard.com/img/1964/09/manfred-mann-2ux-180x180.jpg
1964-10-21,Do Wah Diddy Diddy,Manfred Mann,1,1,1,8,https://charts-static.billboard.com/img/1964/09/manfred-mann-2ux-180x180.jpg
1964-10-28,Baby Love,The Supremes,1,6,1,5,https://charts-static.billboard.com/img/1964/10/the-supremes-sep-180x180.jpg
1964-11-04,Baby Love,The Supremes,1,1,1,6,https://charts-static.billboard.com/img/1964/10/the-supremes-sep-180x180.jpg
1964-11-11,Baby Love,The Supremes,1,1,1,7,https://charts-static.billboard.com/img/1964/10/the-supremes-sep-180x180.jpg
1964-11-18,Baby Love,The Supremes,1,1,1,8,https://charts-static.billboard.com/img/1964/10/the-supremes-sep-180x180.jpg
1964-11-25,Leader Of The Pack,The Shangri-Las,1,2,1,8,https://charts-static.billboard.com/img/1964/10/the-shangri-las-pqr-174x174.jpg
1964-12-02,Ringo,Lorne Greene,1,5,1,6,#
1964-12-09,Mr. Lonely,Bobby Vinton,1,2,1,7,https://charts-static.billboard.com/img/1964/10/bobby-vinton-8lg-180x180.jpg
1964-12-16,Come See About Me,The Supremes,1,4,1,6,https://charts-static.billboard.com/img/1962/08/the-supremes-r9u-180x180.jpg
1964-12-23,I Feel Fine,The Beatles,1,2,1,4,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1964-12-30,I Feel Fine,The Beatles,1,1,1,5,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1965-01-06,I Feel Fine,The Beatles,1,1,1,6,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1965-01-13,Come See About Me,The Supremes,1,2,1,10,https://charts-static.billboard.com/img/1962/08/the-supremes-r9u-180x180.jpg
1965-01-20,Downtown,Petula Clark,1,4,1,6,https://charts-static.billboard.com/img/1964/12/petula-clark-8rd-155x155.jpg
1965-01-27,Downtown,Petula Clark,1,1,1,7,https://charts-static.billboard.com/img/1964/12/petula-clark-8rd-155x155.jpg
1965-02-03,You've Lost That Lovin' Feelin',The Righteous Brothers,1,2,1,9,https://charts-static.billboard.com/img/1964/12/the-righteous-brothers-rbi-youve-lost-that-lovin-feelin-314-180x180.jpg
1965-02-10,You've Lost That Lovin' Feelin',The Righteous Brothers,1,1,1,10,https://charts-static.billboard.com/img/1964/12/the-righteous-brothers-rbi-youve-lost-that-lovin-feelin-314-180x180.jpg
1965-02-17,This Diamond Ring,Gary Lewis And The Playboys,1,3,1,6,#
1965-02-24,This Diamond Ring,Gary Lewis And The Playboys,1,1,1,7,#
1965-03-03,My Girl,The Temptations,1,3,1,8,https://charts-static.billboard.com/img/1965/01/the-temptations-h9s-my-girl-17y-180x180.jpg
1965-03-10,Eight Days A Week,The Beatles,1,5,1,4,https://charts-static.billboard.com/img/1965/02/the-beatles-ism-180x180.jpg
1965-03-17,Eight Days A Week,The Beatles,1,1,1,5,https://charts-static.billboard.com/img/1965/02/the-beatles-ism-180x180.jpg
1965-03-24,Stop! In The Name Of Love,The Supremes,1,2,1,6,https://charts-static.billboard.com/img/1965/02/the-supremes-sep-180x180.jpg
1965-03-31,Stop! In The Name Of Love,The Supremes,1,1,1,7,https://charts-static.billboard.com/img/1965/02/the-supremes-sep-180x180.jpg
1965-04-07,I'm Telling You Now,Freddie And The Dreamers,1,3,1,5,#
1965-04-14,I'm Telling You Now,Freddie And The Dreamers,1,1,1,6,#
1965-04-21,Game Of Love,Wayne Fontana & The Mindbenders,1,3,1,6,#
1965-04-28,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1,2,1,3,https://charts-static.billboard.com/img/1965/04/hermans-hermits-ykr-180x180.jpg
1965-05-05,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1,1,1,4,https://charts-static.billboard.com/img/1965/04/hermans-hermits-ykr-180x180.jpg
1965-05-12,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1,1,1,5,https://charts-static.billboard.com/img/1965/04/hermans-hermits-ykr-180x180.jpg
1965-05-19,Ticket To Ride,The Beatles,1,3,1,5,https://charts-static.billboard.com/img/1965/04/the-beatles-ism-180x180.jpg
1965-05-26,Help Me; Rhonda,The Beach Boys,1,4,1,7,https://charts-static.billboard.com/img/1965/04/the-beach-boys-nds-180x180.jpg
1965-06-02,Help Me; Rhonda,The Beach Boys,1,1,1,8,https://charts-static.billboard.com/img/1965/04/the-beach-boys-nds-180x180.jpg
1965-06-09,Back In My Arms Again,The Supremes,1,3,1,7,https://charts-static.billboard.com/img/1965/05/the-supremes-r9u-back-in-my-arms-again-x5f-180x180.jpg
1965-06-16,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1,4,1,6,https://charts-static.billboard.com/img/1965/05/four-tops-oo1-180x180.jpg
1965-06-23,Mr. Tambourine Man,The Byrds,1,2,1,7,https://charts-static.billboard.com/img/1965/05/the-byrds-uj3-106x106.jpg
1965-06-30,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1,2,1,8,https://charts-static.billboard.com/img/1965/05/four-tops-oo1-180x180.jpg
1965-07-07,(I Can't Get No) Satisfaction,The Rolling Stones,1,2,1,5,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg
1965-07-14,(I Can't Get No) Satisfaction,The Rolling Stones,1,1,1,6,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg
1965-07-21,(I Can't Get No) Satisfaction,The Rolling Stones,1,1,1,7,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg
1965-07-28,(I Can't Get No) Satisfaction,The Rolling Stones,1,1,1,8,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg
1965-08-04,I'm Henry VIII; I Am,Herman's Hermits,1,2,1,6,https://charts-static.billboard.com/img/1965/07/hermans-hermits-ykr-180x180.jpg
1965-08-11,I Got You Babe,Sonny & Cher,1,5,1,6,https://charts-static.billboard.com/img/1965/07/sonny-cher-oro-155x155.jpg
1965-08-18,I Got You Babe,Sonny & Cher,1,1,1,7,https://charts-static.billboard.com/img/1965/07/sonny-cher-oro-155x155.jpg
1965-08-25,I Got You Babe,Sonny & Cher,1,1,1,8,https://charts-static.billboard.com/img/1965/07/sonny-cher-oro-155x155.jpg
1965-09-01,Help!,The Beatles,1,2,1,5,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1965-09-08,Help!,The Beatles,1,1,1,6,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1965-09-15,Help!,The Beatles,1,1,1,7,https://charts-static.billboard.com/img/1964/01/the-beatles-w7h-180x180.jpg
1965-09-22,Eve Of Destruction,Barry McGuire,1,2,1,6,https://charts-static.billboard.com/img/1965/08/barry-mcguire-j6b-180x180.jpg
1965-09-29,Hang On Sloopy,The McCoys,1,2,1,8,#
1965-10-06,Yesterday,The Beatles,1,3,1,3,https://charts-static.billboard.com/img/1965/09/the-beatles-ism-180x180.jpg
1965-10-13,Yesterday,The Beatles,1,1,1,4,https://charts-static.billboard.com/img/1965/09/the-beatles-ism-180x180.jpg
1965-10-20,Yesterday,The Beatles,1,1,1,5,https://charts-static.billboard.com/img/1965/09/the-beatles-ism-180x180.jpg
1965-10-27,Yesterday,The Beatles,1,1,1,6,https://charts-static.billboard.com/img/1965/09/the-beatles-ism-180x180.jpg
1965-11-03,Get Off Of My Cloud,The Rolling Stones,1,3,1,5,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg
1965-11-10,Get Off Of My Cloud,The Rolling Stones,1,1,1,6,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg
1965-11-17,I Hear A Symphony,The Supremes,1,5,1,4,https://charts-static.billboard.com/img/1965/10/the-supremes-sep-180x180.jpg
1965-11-24,I Hear A Symphony,The Supremes,1,1,1,5,https://charts-static.billboard.com/img/1965/10/the-supremes-sep-180x180.jpg
1965-12-01,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,1,2,1,7,https://charts-static.billboard.com/img/1965/10/the-byrds-rq6-turnturnturntoeverythingthereisaseason-c04-180x180.jpg
