Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
1986-11-05,Amanda,Boston,1,4,1,7,#
1986-11-12,Amanda,Boston,1,1,1,8,#
1986-11-19,Human,The Human League,1,2,1,11,https://charts-static.billboard.com/img/1986/09/the-human-league-ruv-180x180.jpg
1986-11-26,You Give Love A Bad Name,Bon Jovi,1,4,1,13,https://charts-static.billboard.com/img/1984/02/bon-jovi-on5-180x180.jpg
1986-12-03,The Next Time I Fall,Peter Cetera With Amy Grant,1,4,1,12,https://charts-static.billboard.com/img/1986/09/amy-grant-vzq-thenexttimeifall-5cm-180x180.jpg
1986-12-10,The Way It Is,Bruce Hornsby & The Range,1,4,1,13,https://charts-static.billboard.com/img/1986/06/bruce-hornsby-xoh-180x180.jpg
1986-12-17,Walk Like An Egyptian,The Bangles,1,2,1,13,https://charts-static.billboard.com/img/1986/09/the-bangles-2uo-walklikeanegyptian-urh-180x180.jpg
1986-12-24,Walk Like An Egyptian,The Bangles,1,1,1,14,https://charts-static.billboard.com/img/1986/09/the-bangles-2uo-walklikeanegyptian-urh-180x180.jpg
1986-12-31,Walk Like An Egyptian,The Bangles,1,1,1,15,https://charts-static.billboard.com/img/1986/09/the-bangles-2uo-walklikeanegyptian-urh-180x180.jpg
1987-01-07,Walk Like An Egyptian,The Bangles,1,1,1,16,https://charts-static.billboard.com/img/1986/09/the-bangles-2uo-walklikeanegyptian-urh-180x180.jpg
1987-01-14,Shake You Down,Gregory Abbott,1,3,1,14,https://charts-static.billboard.com/img/1986/08/gregory-abbott-hzq-91x91.jpg
1987-01-21,At This Moment,Billy Vera & The Beaters,1,5,1,12,https://charts-static.billboard.com/img/1986/11/billy-vera-x76-106x106.jpg
1987-01-28,At This Moment,Billy Vera & The Beaters,1,1,1,13,https://charts-static.billboard.com/img/1986/11/billy-vera-x76-106x106.jpg
1987-02-04,Open Your Heart,Madonna,1,2,1,10,https://charts-static.billboard.com/img/1986/12/madonna-rq3-180x180.jpg
1987-02-11,Livin' On A Prayer,Bon Jovi,1,3,1,10,https://charts-static.billboard.com/img/1986/12/bon-jovi-on5-livin-on-a-prayer-xsz-180x180.jpg
1987-02-18,Livin' On A Prayer,Bon Jovi,1,1,1,11,https://charts-static.billboard.com/img/1986/12/bon-jovi-on5-livin-on-a-prayer-xsz-180x180.jpg
1987-02-25,Livin' On A Prayer,Bon Jovi,1,1,1,12,https://charts-static.billboard.com/img/1986/12/bon-jovi-on5-livin-on-a-prayer-xsz-180x180.jpg
1987-03-04,Livin' On A Prayer,Bon Jovi,1,1,1,13,https://charts-static.billboard.com/img/1986/12/bon-jovi-on5-livin-on-a-prayer-xsz-180x180.jpg
1987-03-11,Jacob's Ladder,Huey Lewis & The News,1,2,1,9,https://charts-static.billboard.com/img/1987/01/huey-lewis-the-news-iqy-106x106.jpg
1987-03-18,Lean On Me,Club Nouveau,1,5,1,6,https://charts-static.billboard.com/img/1987/02/club-nouveau-txp-180x180.jpg
1987-03-25,Lean On Me,Club Nouveau,1,1,1,7,https://charts-static.billboard.com/img/1987/02/club-nouveau-txp-180x180.jpg
1987-04-01,Nothing's Gonna Stop Us Now,Starship,1,2,1,10,https://charts-static.billboard.com/img/1987/01/starship-3jp-nothings-gonna-stop-us-now-kwf-180x180.jpg
1987-04-08,Nothing's Gonna Stop Us Now,Starship,1,1,1,11,https://charts-static.billboard.com/img/1987/01/starship-3jp-nothings-gonna-stop-us-now-kwf-180x180.jpg
1987-04-15,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,1,3,1,9,https://charts-static.billboard.com/img/1987/02/aretha-franklin-z73-180x180.jpg
1987-04-22,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,1,1,1,10,https://charts-static.billboard.com/img/1987/02/aretha-franklin-z73-180x180.jpg
1987-04-29,(I Just) Died In Your Arms,Cutting Crew,1,5,1,9,https://charts-static.billboard.com/img/1987/03/cutting-crew-2ig-180x180.jpg
1987-05-06,(I Just) Died In Your Arms,Cutting Crew,1,1,1,10,https://charts-static.billboard.com/img/1987/03/cutting-crew-2ig-180x180.jpg
1987-05-13,With Or Without You,U2,1,3,1,9,https://charts-static.billboard.com/img/1987/03/u2-dqh-with-or-without-you-zhb-180x180.jpg
1987-05-20,With Or Without You,U2,1,1,1,10,https://charts-static.billboard.com/img/1987/03/u2-dqh-with-or-without-you-zhb-180x180.jpg
1987-05-27,With Or Without You,U2,1,1,1,11,https://charts-static.billboard.com/img/1987/03/u2-dqh-with-or-without-you-zhb-180x180.jpg
1987-06-03,You Keep Me Hangin' On,Kim Wilde,1,2,1,11,https://charts-static.billboard.com/img/1987/03/kim-wilde-1sk-180x180.jpg
1987-06-10,Always,Atlantic Starr,1,2,1,12,https://charts-static.billboard.com/img/1840/12/atlantic-starr-bgz-180x180.jpg
1987-06-17,Head To Toe,Lisa Lisa And Cult Jam,1,3,1,11,#
1987-06-24,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,1,3,1,7,https://charts-static.billboard.com/img/1984/06/whitney-houston-u3i-180x180.jpg
1987-07-01,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,1,1,1,8,https://charts-static.billboard.com/img/1984/06/whitney-houston-u3i-180x180.jpg
1987-07-08,Alone,Heart,1,2,1,9,https://charts-static.billboard.com/img/1987/05/heart-e11-alone-pdw-180x180.jpg
1987-07-15,Alone,Heart,1,1,1,10,https://charts-static.billboard.com/img/1987/05/heart-e11-alone-pdw-180x180.jpg
1987-07-22,Alone,Heart,1,1,1,11,https://charts-static.billboard.com/img/1987/05/heart-e11-alone-pdw-180x180.jpg
1987-07-29,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,1,2,1,11,https://charts-static.billboard.com/img/1987/05/bob-seger-moj-180x180.jpg
1987-08-05,I Still Haven't Found What I'm Looking For,U2,1,2,1,9,https://charts-static.billboard.com/img/1987/03/u2-dqh-i-still-havent-found-what-im-looking-for-evl-180x180.jpg
1987-08-12,I Still Haven't Found What I'm Looking For,U2,1,1,1,10,https://charts-static.billboard.com/img/1987/03/u2-dqh-i-still-havent-found-what-im-looking-for-evl-180x180.jpg
1987-08-19,Who's That Girl,Madonna,1,2,1,7,https://charts-static.billboard.com/img/1982/11/madonna-mcq-180x180.jpg
1987-08-26,La Bamba,Los Lobos,1,2,1,10,https://charts-static.billboard.com/img/1987/06/los-lobos-cvd-labamba-0wg-180x180.jpg
1987-09-02,La Bamba,Los Lobos,1,1,1,11,https://charts-static.billboard.com/img/1987/06/los-lobos-cvd-labamba-0wg-180x180.jpg
1987-09-09,La Bamba,Los Lobos,1,1,1,12,https://charts-static.billboard.com/img/1987/06/los-lobos-cvd-labamba-0wg-180x180.jpg
1987-09-16,I Just Can't Stop Loving You,Michael Jackson With Siedah Garrett,1,2,1,7,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg
1987-09-23,Didn't We Almost Have It All,Whitney Houston,1,2,1,9,https://charts-static.billboard.com/img/1984/06/whitney-houston-u3i-180x180.jpg
1987-09-30,Didn't We Almost Have It All,Whitney Houston,1,1,1,10,https://charts-static.billboard.com/img/1984/06/whitney-houston-u3i-180x180.jpg
1987-10-07,Here I Go Again,Whitesnake,1,2,1,15,https://charts-static.billboard.com/img/1987/07/whitesnake-u5s-here-i-go-again-4uz-180x180.jpg
1987-10-14,Lost In Emotion,Lisa Lisa And Cult Jam,1,2,1,12,#
1987-10-21,Bad,Michael Jackson,1,4,1,6,https://charts-static.billboard.com/img/1987/09/michael-jackson-52j-bad-hh4-180x180.jpg
1987-10-28,Bad,Michael Jackson,1,1,1,7,https://charts-static.billboard.com/img/1987/09/michael-jackson-52j-bad-hh4-180x180.jpg
1987-11-04,I Think We're Alone Now,Tiffany,1,3,1,11,https://charts-static.billboard.com/img/1987/08/tiffany-lr8-i-think-were-alone-now-dz7-180x180.jpg
1987-11-11,I Think We're Alone Now,Tiffany,1,1,1,12,https://charts-static.billboard.com/img/1987/08/tiffany-lr8-i-think-were-alone-now-dz7-180x180.jpg
1987-11-18,Mony Mony,Billy Idol,1,2,1,12,https://charts-static.billboard.com/img/1981/09/billy-idol-fzp-180x180.jpg
1987-11-25,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,1,2,1,10,https://charts-static.billboard.com/img/1987/08/bill-medley-9cw-ivehadthetimeofmylife-8vd-180x180.jpg
1987-12-02,Heaven Is A Place On Earth,Belinda Carlisle,1,2,1,11,https://charts-static.billboard.com/img/1986/05/belinda-carlisle-jf9-180x180.jpg
1987-12-09,Faith,George Michael,1,3,1,8,https://charts-static.billboard.com/img/1987/10/george-michael-0c7-faith-tul-180x180.jpg
1987-12-16,Faith,George Michael,1,1,1,9,https://charts-static.billboard.com/img/1987/10/george-michael-0c7-faith-tul-180x180.jpg
1987-12-23,Faith,George Michael,1,1,1,10,https://charts-static.billboard.com/img/1987/10/george-michael-0c7-faith-tul-180x180.jpg
1987-12-30,Faith,George Michael,1,1,1,11,https://charts-static.billboard.com/img/1987/10/george-michael-0c7-faith-tul-180x180.jpg
1988-01-06,So Emotional,Whitney Houston,1,2,1,11,https://charts-static.billboard.com/img/1984/06/whitney-houston-u3i-180x180.jpg
1988-01-13,Got My Mind Set On You,George Harrison,1,2,1,13,https://charts-static.billboard.com/img/1987/10/george-harrison-rre-106x106.jpg
1988-01-20,The Way You Make Me Feel,Michael Jackson,1,3,1,10,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg
1988-01-27,Need You Tonight,INXS,1,2,1,15,https://charts-static.billboard.com/img/1987/10/inxs-ktt-need-you-tonight-uk2-180x180.jpg
1988-02-03,Could've Been,Tiffany,1,2,1,11,https://charts-static.billboard.com/img/1987/11/tiffany-qt6-180x180.jpg
1988-02-10,Could've Been,Tiffany,1,1,1,12,https://charts-static.billboard.com/img/1987/11/tiffany-qt6-180x180.jpg
1988-02-17,Seasons Change,Expose,1,2,1,13,#
1988-02-24,Father Figure,George Michael,1,4,1,7,https://charts-static.billboard.com/img/1988/01/george-michael-r9n-father-figure-iwr-180x180.jpg
1988-03-02,Father Figure,George Michael,1,1,1,8,https://charts-static.billboard.com/img/1988/01/george-michael-r9n-father-figure-iwr-180x180.jpg
1988-03-09,Never Gonna Give You Up,Rick Astley,1,2,1,13,https://charts-static.billboard.com/img/1987/11/rick-astley-631-never-gonna-give-you-up-6ij-180x180.jpg
1988-03-16,Never Gonna Give You Up,Rick Astley,1,1,1,14,https://charts-static.billboard.com/img/1987/11/rick-astley-631-never-gonna-give-you-up-6ij-180x180.jpg
1988-03-23,Man In The Mirror,Michael Jackson,1,4,1,8,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg
1988-03-30,Man In The Mirror,Michael Jackson,1,1,1,9,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg
1988-04-06,Get Outta My Dreams; Get Into My Car,Billy Ocean,1,3,1,9,https://charts-static.billboard.com/img/1988/02/billy-ocean-vb4-180x180.jpg
1988-04-13,Get Outta My Dreams; Get Into My Car,Billy Ocean,1,1,1,10,https://charts-static.billboard.com/img/1988/02/billy-ocean-vb4-180x180.jpg
1988-04-20,Where Do Broken Hearts Go,Whitney Houston,1,3,1,9,https://charts-static.billboard.com/img/1988/02/whitney-houston-u3i-wheredobrokenheartsgo-avh-180x180.jpg
1988-04-27,Where Do Broken Hearts Go,Whitney Houston,1,1,1,10,https://charts-static.billboard.com/img/1988/02/whitney-houston-u3i-wheredobrokenheartsgo-avh-180x180.jpg
1988-05-04,Wishing Well,Terence Trent D'Arby,1,2,1,17,https://charts-static.billboard.com/img/1988/01/terence-trent-darby-m1w-180x180.jpg
1988-05-11,Anything For You,Gloria Estefan & Miami Sound Machine,1,2,1,10,https://charts-static.billboard.com/img/1984/07/gloria-estefan-qxu-180x180.jpg
1988-05-18,Anything For You,Gloria Estefan & Miami Sound Machine,1,1,1,11,https://charts-static.billboard.com/img/1984/07/gloria-estefan-qxu-180x180.jpg
1988-05-25,One More Try,George Michael,1,2,1,7,https://charts-static.billboard.com/img/1988/04/george-michael-r9n-one-more-try-mau-180x180.jpg
1988-06-01,One More Try,George Michael,1,1,1,8,https://charts-static.billboard.com/img/1988/04/george-michael-r9n-one-more-try-mau-180x180.jpg
1988-06-08,One More Try,George Michael,1,1,1,9,https://charts-static.billboard.com/img/1988/04/george-michael-r9n-one-more-try-mau-180x180.jpg
1988-06-15,Together Forever,Rick Astley,1,2,1,10,https://charts-static.billboard.com/img/1988/04/rick-astley-opu-106x106.jpg
1988-06-22,Foolish Beat,Debbie Gibson,1,3,1,10,https://charts-static.billboard.com/img/1987/01/debbie-gibson-tv3-180x180.jpg
1988-06-29,Dirty Diana,Michael Jackson,1,2,1,9,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg
1988-07-06,The Flame,Cheap Trick,1,3,1,14,https://charts-static.billboard.com/img/1977/09/cheap-trick-ovr-180x180.jpg
1988-07-13,The Flame,Cheap Trick,1,1,1,15,https://charts-static.billboard.com/img/1977/09/cheap-trick-ovr-180x180.jpg
1988-07-20,Hold On To The Nights,Richard Marx,1,5,1,10,https://charts-static.billboard.com/img/1987/05/richard-marx-hz3-180x180.jpg
1988-07-27,Roll With It,Steve Winwood,1,4,1,8,https://charts-static.billboard.com/img/1988/06/steve-winwood-6hs-180x180.jpg
1988-08-03,Roll With It,Steve Winwood,1,1,1,9,https://charts-static.billboard.com/img/1988/06/steve-winwood-6hs-180x180.jpg
1988-08-10,Roll With It,Steve Winwood,1,1,1,10,https://charts-static.billboard.com/img/1988/06/steve-winwood-6hs-180x180.jpg
1988-08-17,Roll With It,Steve Winwood,1,1,1,11,https://charts-static.billboard.com/img/1988/06/steve-winwood-6hs-180x180.jpg
1988-08-24,Monkey,George Michael,1,2,1,8,https://charts-static.billboard.com/img/1988/07/george-michael-r9n-180x180.jpg
1988-08-31,Monkey,George Michael,1,1,1,9,https://charts-static.billboard.com/img/1988/07/george-michael-r9n-180x180.jpg
1988-09-07,Sweet Child O' Mine,Guns N' Roses,1,2,1,12,https://charts-static.billboard.com/img/1988/06/guns-n-roses-tp2-sweet-child-o-mine-ju9-180x180.jpg
1988-09-14,Sweet Child O' Mine,Guns N' Roses,1,1,1,13,https://charts-static.billboard.com/img/1988/06/guns-n-roses-tp2-sweet-child-o-mine-ju9-180x180.jpg
1988-09-21,"Don't Worry; Be Happy (From ""Cocktail"")",Bobby McFerrin,1,4,1,9,https://charts-static.billboard.com/img/1988/07/bobby-mcferrin-w6y-dont-worry-be-happy-from-cocktail-6sz-180x180.jpg
1988-09-28,"Don't Worry; Be Happy (From ""Cocktail"")",Bobby McFerrin,1,1,1,10,https://charts-static.billboard.com/img/1988/07/bobby-mcferrin-w6y-dont-worry-be-happy-from-cocktail-6sz-180x180.jpg
1988-10-05,Love Bites,Def Leppard,1,2,1,9,https://charts-static.billboard.com/img/1988/08/def-leppard-3qx-106x106.jpg
1988-10-12,Red Red Wine,UB40,1,2,1,25,https://charts-static.billboard.com/img/2016/12/ub40-180x180.jpg
1988-10-19,Groovy Kind Of Love,Phil Collins,1,3,1,8,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1988-10-26,Groovy Kind Of Love,Phil Collins,1,1,1,9,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1988-11-02,"Kokomo (From""Cocktail"" )",The Beach Boys,1,2,1,10,https://charts-static.billboard.com/img/1988/07/the-beach-boys-7ax-180x180.jpg
1988-11-09,Wild; Wild West,The Escape Club,1,2,1,13,https://charts-static.billboard.com/img/1988/08/the-escape-club-lsz-180x180.jpg
1988-11-16,Bad Medicine,Bon Jovi,1,4,1,9,https://charts-static.billboard.com/img/1988/09/bon-jovi-on5-bad-medicine-jsh-180x180.jpg
1988-11-23,Bad Medicine,Bon Jovi,1,1,1,10,https://charts-static.billboard.com/img/1988/09/bon-jovi-on5-bad-medicine-jsh-180x180.jpg
1988-11-30,Baby; I Love Your Way/Freebird Medley,Will To Power,1,2,1,13,https://charts-static.billboard.com/img/1988/09/will-to-power-uz5-180x180.jpg
1988-12-07,Look Away,Chicago,1,2,1,12,https://charts-static.billboard.com/img/1969/05/chicago-9pj-180x180.jpg
1988-12-14,Look Away,Chicago,1,1,1,13,https://charts-static.billboard.com/img/1969/05/chicago-9pj-180x180.jpg
1988-12-21,Every Rose Has Its Thorn,Poison,1,2,1,9,https://charts-static.billboard.com/img/1988/10/poison-h5t-every-rose-has-its-thorn-yi2-180x180.jpg
1988-12-28,Every Rose Has Its Thorn,Poison,1,1,1,10,https://charts-static.billboard.com/img/1988/10/poison-h5t-every-rose-has-its-thorn-yi2-180x180.jpg
1989-01-04,Every Rose Has Its Thorn,Poison,1,1,1,11,https://charts-static.billboard.com/img/1988/10/poison-h5t-every-rose-has-its-thorn-yi2-180x180.jpg
1989-01-11,My Prerogative,Bobby Brown,1,2,1,13,https://charts-static.billboard.com/img/1988/08/bobby-brown-s9w-180x180.jpg
1989-01-18,Two Hearts,Phil Collins,1,2,1,10,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1989-01-25,Two Hearts,Phil Collins,1,1,1,11,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1989-02-01,When I'm With You,Sheriff,1,2,1,18,#
1989-02-08,Straight Up,Paula Abdul,1,2,1,11,https://charts-static.billboard.com/img/1988/12/paula-abdul-3yb-180x180.jpg
1989-02-15,Straight Up,Paula Abdul,1,1,1,12,https://charts-static.billboard.com/img/1988/12/paula-abdul-3yb-180x180.jpg
1989-02-22,Straight Up,Paula Abdul,1,1,1,13,https://charts-static.billboard.com/img/1988/12/paula-abdul-3yb-180x180.jpg
1989-03-01,Lost In Your Eyes,Debbie Gibson,1,2,1,7,https://charts-static.billboard.com/img/1987/01/debbie-gibson-tv3-180x180.jpg
1989-03-08,Lost In Your Eyes,Debbie Gibson,1,1,1,8,https://charts-static.billboard.com/img/1987/01/debbie-gibson-tv3-180x180.jpg
1989-03-15,Lost In Your Eyes,Debbie Gibson,1,1,1,9,https://charts-static.billboard.com/img/1987/01/debbie-gibson-tv3-180x180.jpg
1989-03-22,The Living Years,Mike + The Mechanics,1,2,1,12,https://charts-static.billboard.com/img/1989/01/mike-the-mechanics-xp3-106x106.jpg
1989-03-29,Eternal Flame,The Bangles,1,2,1,9,https://charts-static.billboard.com/img/1989/02/the-bangles-9kl-180x180.jpg
1989-04-05,The Look,Roxette,1,3,1,9,https://charts-static.billboard.com/img/1989/02/roxette-qd2-106x106.jpg
1989-04-12,She Drives Me Crazy,Fine Young Cannibals,1,4,1,12,https://charts-static.billboard.com/img/1989/01/fine-young-cannibals-fs7-shedrivesmecrazy-cpi-180x180.jpg
1989-04-19,Like A Prayer,Madonna,1,3,1,6,https://charts-static.billboard.com/img/1989/03/madonna-mcq-180x180.jpg
1989-04-26,Like A Prayer,Madonna,1,1,1,7,https://charts-static.billboard.com/img/1989/03/madonna-mcq-180x180.jpg
1989-05-03,Like A Prayer,Madonna,1,1,1,8,https://charts-static.billboard.com/img/1989/03/madonna-mcq-180x180.jpg
1989-05-10,I'll Be There For You,Bon Jovi,1,2,1,11,https://charts-static.billboard.com/img/1984/02/bon-jovi-on5-180x180.jpg
1989-05-17,Forever Your Girl,Paula Abdul,1,4,1,11,https://charts-static.billboard.com/img/1989/03/paula-abdul-3yb-180x180.jpg
1989-05-24,Forever Your Girl,Paula Abdul,1,1,1,12,https://charts-static.billboard.com/img/1989/03/paula-abdul-3yb-180x180.jpg
1989-05-31,"Rock On (From ""Dream A Little Dream"")",Michael Damian,1,3,1,12,https://charts-static.billboard.com/img/1989/03/michael-damian-326-180x180.jpg
1989-06-07,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,1,3,1,15,https://charts-static.billboard.com/img/1989/02/bette-midler-7sa-106x106.jpg
1989-06-14,I'll Be Loving You (Forever),New Kids On The Block,1,2,1,12,https://charts-static.billboard.com/img/1989/04/new-kids-on-the-block-8hy-106x106.jpg
1989-06-21,Satisfied,Richard Marx,1,4,1,8,https://charts-static.billboard.com/img/1987/05/richard-marx-hz3-180x180.jpg
1989-06-28,Baby Don't Forget My Number,Milli Vanilli,1,4,1,10,https://charts-static.billboard.com/img/1989/04/milli-vanilli-uay-180x180.jpg
1989-07-05,Good Thing,Fine Young Cannibals,1,2,1,10,https://charts-static.billboard.com/img/1989/03/fine-young-cannibals-1mu-106x106.jpg
1989-07-12,If You Don't Know Me By Now,Simply Red,1,3,1,11,https://charts-static.billboard.com/img/1989/05/simply-red-312-106x106.jpg
1989-07-19,Toy Soldiers,Martika,1,4,1,10,https://charts-static.billboard.com/img/1989/05/martika-blk-106x106.jpg
1989-07-26,Toy Soldiers,Martika,1,1,1,11,https://charts-static.billboard.com/img/1989/05/martika-blk-106x106.jpg
1989-08-02,"Batdance (From ""Batman"")",Prince,1,2,1,8,https://charts-static.billboard.com/img/1978/07/prince-5k7-180x180.jpg
1989-08-09,Right Here Waiting,Richard Marx,1,4,1,6,https://charts-static.billboard.com/img/1987/05/richard-marx-hz3-180x180.jpg
1989-08-16,Right Here Waiting,Richard Marx,1,1,1,7,https://charts-static.billboard.com/img/1987/05/richard-marx-hz3-180x180.jpg
1989-08-23,Right Here Waiting,Richard Marx,1,1,1,8,https://charts-static.billboard.com/img/1987/05/richard-marx-hz3-180x180.jpg
1989-08-30,Cold Hearted,Paula Abdul,1,2,1,11,https://charts-static.billboard.com/img/1989/06/paula-abdul-3yb-180x180.jpg
1989-09-06,Hangin' Tough,New Kids On The Block,1,3,1,9,https://charts-static.billboard.com/img/1989/07/new-kids-on-the-block-8hy-106x106.jpg
1989-09-13,Don't Wanna Lose You,Gloria Estefan,1,3,1,11,https://charts-static.billboard.com/img/1984/07/gloria-estefan-qxu-180x180.jpg
1989-09-20,Girl I'm Gonna Miss You,Milli Vanilli,1,2,1,8,https://charts-static.billboard.com/img/1989/08/milli-vanilli-uay-180x180.jpg
1989-09-27,Girl I'm Gonna Miss You,Milli Vanilli,1,1,1,9,https://charts-static.billboard.com/img/1989/08/milli-vanilli-uay-180x180.jpg
1989-10-04,Miss You Much,Janet Jackson,1,5,1,6,https://charts-static.billboard.com/img/1982/10/janet-jackson-dus-180x180.jpg
1989-10-11,Miss You Much,Janet Jackson,1,1,1,7,https://charts-static.billboard.com/img/1982/10/janet-jackson-dus-180x180.jpg
1989-10-18,Miss You Much,Janet Jackson,1,1,1,8,https://charts-static.billboard.com/img/1982/10/janet-jackson-dus-180x180.jpg
1989-10-25,Miss You Much,Janet Jackson,1,1,1,9,https://charts-static.billboard.com/img/1982/10/janet-jackson-dus-180x180.jpg
1989-11-01,Listen To Your Heart,Roxette,1,3,1,11,https://charts-static.billboard.com/img/1989/08/roxette-qd2-106x106.jpg
1989-11-08,When I See You Smile,Bad English,1,5,1,9,https://charts-static.billboard.com/img/1989/09/bad-english-jjh-106x106.jpg
1989-11-15,When I See You Smile,Bad English,1,1,1,10,https://charts-static.billboard.com/img/1989/09/bad-english-jjh-106x106.jpg
1989-11-22,Blame It On The Rain,Milli Vanilli,1,2,1,8,https://charts-static.billboard.com/img/1989/10/milli-vanilli-uay-180x180.jpg
1989-11-29,Blame It On The Rain,Milli Vanilli,1,1,1,9,https://charts-static.billboard.com/img/1989/10/milli-vanilli-uay-180x180.jpg
1989-12-06,We Didn't Start The Fire,Billy Joel,1,2,1,9,https://charts-static.billboard.com/img/1989/10/billy-joel-lw3-wedidntstartthefire-r07-180x180.jpg
1989-12-13,We Didn't Start The Fire,Billy Joel,1,1,1,10,https://charts-static.billboard.com/img/1989/10/billy-joel-lw3-wedidntstartthefire-r07-180x180.jpg
1989-12-20,Another Day In Paradise,Phil Collins,1,2,1,8,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1989-12-27,Another Day In Paradise,Phil Collins,1,1,1,9,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1990-01-03,Another Day In Paradise,Phil Collins,1,1,1,10,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1990-01-10,Another Day In Paradise,Phil Collins,1,1,1,11,https://charts-static.billboard.com/img/1981/03/phil-collins-gz3-180x180.jpg
1990-01-17,How Am I Supposed To Live Without You,Michael Bolton,1,4,1,13,https://charts-static.billboard.com/img/1990/12/michael-bolton-hcc-180x180.jpg
1990-01-24,How Am I Supposed To Live Without You,Michael Bolton,1,1,1,14,https://charts-static.billboard.com/img/1990/12/michael-bolton-hcc-180x180.jpg
1990-01-31,How Am I Supposed To Live Without You,Michael Bolton,1,1,1,15,https://charts-static.billboard.com/img/1990/12/michael-bolton-hcc-180x180.jpg
1990-02-07,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,2,1,9,https://charts-static.billboard.com/img/1989/12/paula-abdul-ss2-oppositesattract-uwh-180x180.jpg
1990-02-14,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,1,1,10,https://charts-static.billboard.com/img/1989/12/paula-abdul-ss2-oppositesattract-uwh-180x180.jpg
1990-02-21,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,1,1,11,https://charts-static.billboard.com/img/1989/12/paula-abdul-ss2-oppositesattract-uwh-180x180.jpg
1990-02-28,Escapade,Janet Jackson,1,2,1,7,https://charts-static.billboard.com/img/1990/01/janet-jackson-5rm-escapade-v4f-180x180.jpg
1990-03-07,Escapade,Janet Jackson,1,1,1,8,https://charts-static.billboard.com/img/1990/01/janet-jackson-5rm-escapade-v4f-180x180.jpg
1990-03-14,Escapade,Janet Jackson,1,1,1,9,https://charts-static.billboard.com/img/1990/01/janet-jackson-5rm-escapade-v4f-180x180.jpg
1990-03-21,Black Velvet,Alannah Myles,1,2,1,12,https://charts-static.billboard.com/img/1989/12/alannah-myles-6vr-180x180.jpg
1990-03-28,Black Velvet,Alannah Myles,1,1,1,13,https://charts-static.billboard.com/img/1989/12/alannah-myles-6vr-180x180.jpg
1990-04-04,Love Will Lead You Back,Taylor Dayne,1,2,1,11,https://charts-static.billboard.com/img/1990/01/taylor-dayne-qas-180x180.jpg
1990-04-11,I'll Be Your Everything,Tommy Page,1,2,1,9,https://charts-static.billboard.com/img/1990/02/tommy-page-w5f-180x180.jpg
1990-04-18,Nothing Compares 2 U,Sinead O'Connor,1,4,1,6,https://charts-static.billboard.com/img/1990/02/sinead-oconnor-dcw-nothingcompares2u-cii-180x180.jpg
1990-04-25,Nothing Compares 2 U,Sinead O'Connor,1,1,1,7,https://charts-static.billboard.com/img/1990/02/sinead-oconnor-dcw-nothingcompares2u-cii-180x180.jpg
1990-05-02,Nothing Compares 2 U,Sinead O'Connor,1,1,1,8,https://charts-static.billboard.com/img/1990/02/sinead-oconnor-dcw-nothingcompares2u-cii-180x180.jpg
1990-05-09,Nothing Compares 2 U,Sinead O'Connor,1,1,1,9,https://charts-static.billboard.com/img/1990/02/sinead-oconnor-dcw-nothingcompares2u-cii-180x180.jpg
1990-05-16,Vogue,Madonna,1,2,1,6,https://charts-static.billboard.com/img/1990/04/madonna-mcq-vogue-1w0-180x180.jpg
1990-05-23,Vogue,Madonna,1,1,1,7,https://charts-static.billboard.com/img/1990/04/madonna-mcq-vogue-1w0-180x180.jpg
1990-05-30,Vogue,Madonna,1,1,1,8,https://charts-static.billboard.com/img/1990/04/madonna-mcq-vogue-1w0-180x180.jpg
1990-06-06,Hold On,Wilson Phillips,1,3,1,13,https://charts-static.billboard.com/img/1990/03/wilson-phillips-xii-hold-on-8gi-180x180.jpg
1990-06-13,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,1,5,1,11,https://charts-static.billboard.com/img/1990/04/roxette-qd2-106x106.jpg
