Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Track URI,Artist URI(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
2016-02-24,Love Yourself,Justin Bieber,1,2,1,13,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,spotify:track:5KFcz1OYNXyDX7HzSIsNdk,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:4qlyglewxzSY1mmwtGF4BM,Love Yourself,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,2015-11-09,https://i.scdn.co/image/ab67616d0000b273e13ab134bdec59e2d0e82290,1,1,233746,,False,0,USUM71516761,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian pop,pop",0.762,0.376,4.0,-9.931,1.0,0.363,0.849,0.0,0.205,0.541,100.084,4.0,,Universal Music Group,"C (C) 2015 Def Jam Recordings, a division of UMG Recordings, Inc., P (P) 2015 Def Jam Recordings, a division of UMG Recordings, Inc."
2017-05-10,That's What I Like,Bruno Mars,1,3,1,15,https://charts-static.billboard.com/img/2016/12/bruno-mars-va7-thats-what-i-like-hq0-180x180.jpg,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:album:4PgleR09JVnm3zY1fW3XBA,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2016-11-17,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,1,4,206693,https://p.scdn.co/mp3-preview/93046e987d8c5bfdbeea2768ac1a8ecea17bd7e0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,88,USAT21602948,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,4.0,,Atlantic Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
2017-09-13,Look What You Made Me Do,Taylor Swift,1,77,1,2,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg,spotify:track:5troof8mcGO3AafoDbk1gc,spotify:artist:06HL4z0CvFAxyc27GXpf02,spotify:album:4fW1sFeE43nuZlAw2xtmC3,reputation,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2017-11-10,https://i.scdn.co/image/ab67616d0000b2732bc33ce6acd39112e88b4c0e,1,6,211853,,False,0,USCJY1750000,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,4.0,,"Big Machine Records, LLC","C © 2017 Big Machine Label Group, LLC, P ℗ 2017 Big Machine Label Group, LLC"
2017-09-20,Look What You Made Me Do,Taylor Swift,1,1,1,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg,spotify:track:5troof8mcGO3AafoDbk1gc,spotify:artist:06HL4z0CvFAxyc27GXpf02,spotify:album:4fW1sFeE43nuZlAw2xtmC3,reputation,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2017-11-10,https://i.scdn.co/image/ab67616d0000b2732bc33ce6acd39112e88b4c0e,1,6,211853,,False,0,USCJY1750000,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,4.0,,"Big Machine Records, LLC","C © 2017 Big Machine Label Group, LLC, P ℗ 2017 Big Machine Label Group, LLC"
2017-09-27,Look What You Made Me Do,Taylor Swift,1,1,1,4,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg,spotify:track:5troof8mcGO3AafoDbk1gc,spotify:artist:06HL4z0CvFAxyc27GXpf02,spotify:album:4fW1sFeE43nuZlAw2xtmC3,reputation,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2017-11-10,https://i.scdn.co/image/ab67616d0000b2732bc33ce6acd39112e88b4c0e,1,6,211853,,False,0,USCJY1750000,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,4.0,,"Big Machine Records, LLC","C © 2017 Big Machine Label Group, LLC, P ℗ 2017 Big Machine Label Group, LLC"
2017-12-20,Perfect,Ed Sheeran,1,3,1,15,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,5,263400,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,91,GBAHS1700024,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,3.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
2017-12-27,Perfect,Ed Sheeran,1,1,1,16,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,5,263400,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,91,GBAHS1700024,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,3.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
2018-01-03,Perfect,Ed Sheeran,1,1,1,17,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,5,263400,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,91,GBAHS1700024,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,3.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
2018-01-10,Perfect,Ed Sheeran,1,1,1,19,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,5,263400,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,91,GBAHS1700024,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,3.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
2018-01-17,Perfect,Ed Sheeran,1,1,1,20,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,5,263400,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,91,GBAHS1700024,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,3.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
2018-01-31,God's Plan,Drake,1,1,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-02-07,God's Plan,Drake,1,1,1,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-02-14,God's Plan,Drake,1,1,1,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-02-21,God's Plan,Drake,1,1,1,4,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-02-28,God's Plan,Drake,1,1,1,5,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-03-07,God's Plan,Drake,1,1,1,6,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-03-14,God's Plan,Drake,1,1,1,7,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-03-21,God's Plan,Drake,1,1,1,8,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-03-28,God's Plan,Drake,1,1,1,9,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-04-04,God's Plan,Drake,1,1,1,10,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-04-11,God's Plan,Drake,1,1,1,11,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,spotify:track:6DCZcSspjsKoFjzjrWoCdn,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,https://p.scdn.co/mp3-preview/a90a7912992fdfd494c99027c31eb9002b592ed3?cid=9950ac751e34487dbbe027c4fd7f8e99,True,88,USCM51800004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-05-16,This Is America,Childish Gambino,1,1,1,-,https://charts-static.billboard.com/img/2018/05/childish-gambino-f0k-106x106.jpg,spotify:track:6EEchdRtnndmJHa5yRebCc,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,spotify:album:5K9oSoVFz06kKmT7G65LIr,This Is America,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,2018-05-06,https://i.scdn.co/image/ab67616d0000b273e6566c914daaa1d5ad0bda7e,1,1,225773,,True,0,USRC11801773,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"atl hip hop,hip hop,rap",0.854,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.549,120.024,4.0,,Wolf+Rothstein / Liberator Music,"C 2018 mcDJ Recording, under license to Liberator Music Pty Ltd., P 2018 mcDJ Recording, under license to Liberator Music Pty Ltd."
2018-05-23,This Is America,Childish Gambino,1,1,1,2,https://charts-static.billboard.com/img/2018/05/childish-gambino-f0k-106x106.jpg,spotify:track:6EEchdRtnndmJHa5yRebCc,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,spotify:album:5K9oSoVFz06kKmT7G65LIr,This Is America,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,2018-05-06,https://i.scdn.co/image/ab67616d0000b273e6566c914daaa1d5ad0bda7e,1,1,225773,,True,0,USRC11801773,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"atl hip hop,hip hop,rap",0.854,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.549,120.024,4.0,,Wolf+Rothstein / Liberator Music,"C 2018 mcDJ Recording, under license to Liberator Music Pty Ltd., P 2018 mcDJ Recording, under license to Liberator Music Pty Ltd."
2018-07-18,In My Feelings,Drake,1,6,1,2,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2,9,217925,https://p.scdn.co/mp3-preview/4199bf3a56612f4fbdbd13da55d380af4c11e319?cid=9950ac751e34487dbbe027c4fd7f8e99,True,79,USCM51800206,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-07-25,In My Feelings,Drake,1,1,1,3,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2,9,217925,https://p.scdn.co/mp3-preview/4199bf3a56612f4fbdbd13da55d380af4c11e319?cid=9950ac751e34487dbbe027c4fd7f8e99,True,79,USCM51800206,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-08-01,In My Feelings,Drake,1,1,1,4,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2,9,217925,https://p.scdn.co/mp3-preview/4199bf3a56612f4fbdbd13da55d380af4c11e319?cid=9950ac751e34487dbbe027c4fd7f8e99,True,79,USCM51800206,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-08-08,In My Feelings,Drake,1,1,1,5,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2,9,217925,https://p.scdn.co/mp3-preview/4199bf3a56612f4fbdbd13da55d380af4c11e319?cid=9950ac751e34487dbbe027c4fd7f8e99,True,79,USCM51800206,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
2018-08-15,In My Feelings,Drake,1,1,1,6,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX,Scorpion,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2,9,217925,https://p.scdn.co/mp3-preview/4199bf3a56612f4fbdbd13da55d380af4c11e319?cid=9950ac751e34487dbbe027c4fd7f8e99,True,79,USCM51800206,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
