date,rank,Song,Artist,last-week,peak-rank,weeks-on-board,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,track_href,analysis_url,duration_ms,time_signature,num_samples,duration,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,track_id,type
2007-07-14,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,12,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.585,0.8280000000000001,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987.0,4.0,6085506.0,275.98666,22050.0,1.0,0.33556,262.65833,0.425,1.0,0.609,0.619,,
2007-07-07,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,11,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.585,0.8280000000000001,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987.0,4.0,6085506.0,275.98666,22050.0,1.0,0.33556,262.65833,0.425,1.0,0.609,0.619,,
2007-06-30,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,10,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.585,0.8280000000000001,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987.0,4.0,6085506.0,275.98666,22050.0,1.0,0.33556,262.65833,0.425,1.0,0.609,0.619,,
2007-06-23,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,9,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.585,0.8280000000000001,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987.0,4.0,6085506.0,275.98666,22050.0,1.0,0.33556,262.65833,0.425,1.0,0.609,0.619,,
2007-06-16,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,8,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.585,0.8280000000000001,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987.0,4.0,6085506.0,275.98666,22050.0,1.0,0.33556,262.65833,0.425,1.0,0.609,0.619,,
2007-06-09,1,Umbrella,Rihanna Featuring Jay-Z,41.0,1,7,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.585,0.8280000000000001,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987.0,4.0,6085506.0,275.98666,22050.0,1.0,0.33556,262.65833,0.425,1.0,0.609,0.619,,
2007-06-02,1,Makes Me Wonder,Maroon 5,2.0,1,7,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,0.803,0.852,7.0,-2.429,1.0,0.0357,0.00484,0.0003309999999999,0.0576,0.878,113.998,1lHXlGlve5Zx8tXLhyjDwM,https://api.spotify.com/v1/tracks/1lHXlGlve5Zx8tXLhyjDwM,https://api.spotify.com/v1/audio-analysis/1lHXlGlve5Zx8tXLhyjDwM,211080.0,4.0,4654314.0,211.08,22050.0,1.0,0.10376,207.62122,0.929,1.0,0.413,0.568,,
2007-05-26,1,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,3.0,1,12,spotify:track:1tkMs9wDPknQ3ZHcKDw1ES,0.6930000000000001,0.549,1.0,-8.141,1.0,0.119,0.0109,0.0,0.0677,0.605,80.028,1tkMs9wDPknQ3ZHcKDw1ES,https://api.spotify.com/v1/tracks/1tkMs9wDPknQ3ZHcKDw1ES,https://api.spotify.com/v1/audio-analysis/1tkMs9wDPknQ3ZHcKDw1ES,227960.0,4.0,5026518.0,227.96,22050.0,1.0,0.0,227.96,0.432,0.987,0.639,0.523,,
2007-05-19,1,Makes Me Wonder,Maroon 5,1.0,1,5,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,0.803,0.852,7.0,-2.429,1.0,0.0357,0.00484,0.0003309999999999,0.0576,0.878,113.998,1lHXlGlve5Zx8tXLhyjDwM,https://api.spotify.com/v1/tracks/1lHXlGlve5Zx8tXLhyjDwM,https://api.spotify.com/v1/audio-analysis/1lHXlGlve5Zx8tXLhyjDwM,211080.0,4.0,4654314.0,211.08,22050.0,1.0,0.10376,207.62122,0.929,1.0,0.413,0.568,,
2007-05-12,1,Makes Me Wonder,Maroon 5,64.0,1,4,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,0.803,0.852,7.0,-2.429,1.0,0.0357,0.00484,0.0003309999999999,0.0576,0.878,113.998,1lHXlGlve5Zx8tXLhyjDwM,https://api.spotify.com/v1/tracks/1lHXlGlve5Zx8tXLhyjDwM,https://api.spotify.com/v1/audio-analysis/1lHXlGlve5Zx8tXLhyjDwM,211080.0,4.0,4654314.0,211.08,22050.0,1.0,0.10376,207.62122,0.929,1.0,0.413,0.568,,
2007-05-05,1,Girlfriend,Avril Lavigne,3.0,1,8,spotify:track:45hOioMDJktr86iKDHC8gr,0.56,0.959,7.0,-2.433,1.0,0.102,0.000722,0.0002209999999999,0.209,0.669,163.983,45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600.0,4.0,4776030.0,216.6,22050.0,1.0,0.52227,210.79655,0.656,1.0,0.479,0.555,,
2007-04-28,1,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1.0,1,10,spotify:track:0wbDgMuAoy7O7pL3a69uZx,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.8150000000000001,110.621,0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/audio-analysis/0wbDgMuAoy7O7pL3a69uZx,234027.0,4.0,5160288.0,234.02667,22050.0,1.0,0.0,234.02667,0.795,1.0,0.541,0.45,,
2007-04-21,1,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,42.0,1,9,spotify:track:0wbDgMuAoy7O7pL3a69uZx,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.8150000000000001,110.621,0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/audio-analysis/0wbDgMuAoy7O7pL3a69uZx,234027.0,4.0,5160288.0,234.02667,22050.0,1.0,0.0,234.02667,0.795,1.0,0.541,0.45,,
2007-04-14,1,Don't Matter,Akon,1.0,1,11,spotify:track:7I6DceMT3utDOHjcYCbrr4,0.798,0.443,2.0,-6.062,1.0,0.0402,0.244,0.0,0.326,0.354,125.231,7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/tracks/7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/audio-analysis/7I6DceMT3utDOHjcYCbrr4,293053.0,4.0,6461826.0,293.05334,22050.0,1.0,0.28449,283.80008,0.263,1.0,0.278,0.305,,
2007-04-07,1,Don't Matter,Akon,3.0,1,10,spotify:track:7I6DceMT3utDOHjcYCbrr4,0.798,0.443,2.0,-6.062,1.0,0.0402,0.244,0.0,0.326,0.354,125.231,7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/tracks/7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/audio-analysis/7I6DceMT3utDOHjcYCbrr4,293053.0,4.0,6461826.0,293.05334,22050.0,1.0,0.28449,283.80008,0.263,1.0,0.278,0.305,,
2007-03-31,1,Glamorous,Fergie Featuring Ludacris,1.0,1,10,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,0.81,0.755,0.0,-6.408,1.0,0.199,0.291,0.0,0.0857,0.625,130.991,4KTtYhxFtFL7mBwnjkKfLm,https://api.spotify.com/v1/tracks/4KTtYhxFtFL7mBwnjkKfLm,https://api.spotify.com/v1/audio-analysis/4KTtYhxFtFL7mBwnjkKfLm,246573.0,4.0,5436942.0,246.57333,22050.0,1.0,0.06957,237.97551,0.876,1.0,0.51,0.512,,
2007-03-24,1,Glamorous,Fergie Featuring Ludacris,8.0,1,9,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,0.81,0.755,0.0,-6.408,1.0,0.199,0.291,0.0,0.0857,0.625,130.991,4KTtYhxFtFL7mBwnjkKfLm,https://api.spotify.com/v1/tracks/4KTtYhxFtFL7mBwnjkKfLm,https://api.spotify.com/v1/audio-analysis/4KTtYhxFtFL7mBwnjkKfLm,246573.0,4.0,5436942.0,246.57333,22050.0,1.0,0.06957,237.97551,0.876,1.0,0.51,0.512,,
2007-03-17,1,This Is Why I'm Hot,Mims,1.0,1,7,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,0.621,0.6000000000000001,8.0,-6.349,1.0,0.5760000000000001,0.277,0.0,0.495,0.485,80.021,0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/tracks/0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/audio-analysis/0AA6zq5ArZ1sSH7VIMi4NK,253707.0,4.0,5594232.0,253.70667,22050.0,1.0,0.0,253.70667,0.135,0.948,0.523,0.435,,
2007-03-10,1,This Is Why I'm Hot,Mims,32.0,1,6,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,0.621,0.6000000000000001,8.0,-6.349,1.0,0.5760000000000001,0.277,0.0,0.495,0.485,80.021,0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/tracks/0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/audio-analysis/0AA6zq5ArZ1sSH7VIMi4NK,253707.0,4.0,5594232.0,253.70667,22050.0,1.0,0.0,253.70667,0.135,0.948,0.523,0.435,,
2007-03-03,1,What Goes Around...Comes Around,Justin Timberlake,8.0,1,11,spotify:track:3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.5730000000000001,0.432,76.0,3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/tracks/3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/audio-analysis/3pD0f7hSJg2XdQ6udw5Tey,448573.0,4.0,9891042.0,448.57333,22050.0,1.0,0.11574,448.57333,0.605,0.96,0.25,0.398,,
2007-02-24,1,Say It Right,Nelly Furtado,2.0,1,14,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,0.871,0.871,1.0,-6.328,1.0,0.139,0.0469,0.00114,0.0543,0.811,116.946,2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080.0,4.0,4918914.0,223.08,22050.0,1.0,0.10839,215.48698,0.795,1.0,0.456,0.512,,
2007-02-17,1,Irreplaceable,Beyonce,1.0,1,16,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2007-02-10,1,Irreplaceable,Beyonce,1.0,1,15,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2007-02-03,1,Irreplaceable,Beyonce,1.0,1,14,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2007-01-27,1,Irreplaceable,Beyonce,1.0,1,13,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2007-01-20,1,Irreplaceable,Beyonce,1.0,1,12,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2007-01-13,1,Irreplaceable,Beyonce,1.0,1,11,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2007-01-06,1,Irreplaceable,Beyonce,1.0,1,10,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2006-12-30,1,Irreplaceable,Beyonce,1.0,1,9,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2006-12-23,1,Irreplaceable,Beyonce,1.0,1,8,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2006-12-16,1,Irreplaceable,Beyonce,2.0,1,7,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.6940000000000001,7.0,-4.6370000000000005,0.0,0.382,0.0293,5.459999999999999e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853.0,4.0,5024166.0,227.85333,22050.0,1.0,0.0,220.17741,0.016,1.0,0.208,0.59,,
2006-12-09,1,I Wanna Love You,Akon Featuring Snoop Dogg,1.0,1,9,spotify:track:0CXVjQI9wsqaGeIARkkpYc,0.866,0.454,0.0,-9.383,1.0,0.0414,0.0373,1.49e-06,0.275,0.368,99.982,0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/tracks/0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/audio-analysis/0CXVjQI9wsqaGeIARkkpYc,247067.0,4.0,5447820.0,247.06667,22050.0,1.0,0.4239,231.64227,0.451,1.0,0.0,0.186,,
2006-12-02,1,I Wanna Love You,Akon Featuring Snoop Dogg,17.0,1,8,spotify:track:0CXVjQI9wsqaGeIARkkpYc,0.866,0.454,0.0,-9.383,1.0,0.0414,0.0373,1.49e-06,0.275,0.368,99.982,0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/tracks/0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/audio-analysis/0CXVjQI9wsqaGeIARkkpYc,247067.0,4.0,5447820.0,247.06667,22050.0,1.0,0.4239,231.64227,0.451,1.0,0.0,0.186,,
2006-11-25,1,My Love,Justin Timberlake Featuring T.I.,1.0,1,10,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11.0,-5.881,0.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160.0,4.0,6089328.0,276.16,22050.0,1.0,0.0,273.18277,0.567,1.0,0.255,0.367,,
2006-11-18,1,My Love,Justin Timberlake Featuring T.I.,1.0,1,9,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11.0,-5.881,0.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160.0,4.0,6089328.0,276.16,22050.0,1.0,0.0,273.18277,0.567,1.0,0.255,0.367,,
2006-11-11,1,My Love,Justin Timberlake Featuring T.I.,5.0,1,8,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11.0,-5.881,0.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160.0,4.0,6089328.0,276.16,22050.0,1.0,0.0,273.18277,0.567,1.0,0.255,0.367,,
2006-11-04,1,Money Maker,Ludacris Featuring Pharrell,1.0,1,11,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,0.551,0.598,1.0,-6.79,1.0,0.27,0.15,0.0,0.299,0.612,78.756,2JpUkUR0OsOlUUfm6iS8ic,https://api.spotify.com/v1/tracks/2JpUkUR0OsOlUUfm6iS8ic,https://api.spotify.com/v1/audio-analysis/2JpUkUR0OsOlUUfm6iS8ic,230613.0,4.0,5085024.0,230.61333,22050.0,1.0,0.19265,227.1434,0.03,0.96,0.669,0.817,,
2006-10-28,1,Money Maker,Ludacris Featuring Pharrell,2.0,1,10,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,0.551,0.598,1.0,-6.79,1.0,0.27,0.15,0.0,0.299,0.612,78.756,2JpUkUR0OsOlUUfm6iS8ic,https://api.spotify.com/v1/tracks/2JpUkUR0OsOlUUfm6iS8ic,https://api.spotify.com/v1/audio-analysis/2JpUkUR0OsOlUUfm6iS8ic,230613.0,4.0,5085024.0,230.61333,22050.0,1.0,0.19265,227.1434,0.03,0.96,0.669,0.817,,
2006-10-21,1,SexyBack,Justin Timberlake,1.0,1,14,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-10-14,1,SexyBack,Justin Timberlake,1.0,1,13,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-10-07,1,SexyBack,Justin Timberlake,1.0,1,12,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-09-30,1,SexyBack,Justin Timberlake,1.0,1,11,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-09-23,1,SexyBack,Justin Timberlake,1.0,1,10,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-09-16,1,SexyBack,Justin Timberlake,1.0,1,9,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-09-09,1,SexyBack,Justin Timberlake,31.0,1,8,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733.0,4.0,5352270.0,242.73334,22050.0,1.0,0.0,233.38376,0.688,1.0,0.376,0.428,,
2006-09-02,1,London Bridge,Fergie,1.0,1,5,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,0.77,0.609,1.0,-5.894,1.0,0.345,0.214,0.0,0.166,0.631,90.952,7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/tracks/7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/audio-analysis/7jRoWfRlLnGYEIEn4t4kbq,241307.0,4.0,5320812.0,241.30667,22050.0,1.0,0.08685,241.30667,0.313,0.971,0.767,0.495,,
2006-08-26,1,London Bridge,Fergie,1.0,1,4,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,0.77,0.609,1.0,-5.894,1.0,0.345,0.214,0.0,0.166,0.631,90.952,7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/tracks/7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/audio-analysis/7jRoWfRlLnGYEIEn4t4kbq,241307.0,4.0,5320812.0,241.30667,22050.0,1.0,0.08685,241.30667,0.313,0.971,0.767,0.495,,
2006-08-19,1,London Bridge,Fergie,5.0,1,3,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,0.77,0.609,1.0,-5.894,1.0,0.345,0.214,0.0,0.166,0.631,90.952,7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/tracks/7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/audio-analysis/7jRoWfRlLnGYEIEn4t4kbq,241307.0,4.0,5320812.0,241.30667,22050.0,1.0,0.08685,241.30667,0.313,0.971,0.767,0.495,,
2006-08-12,1,Promiscuous,Nelly Furtado Featuring Timbaland,1.0,1,13,spotify:track:2gam98EZKrF9XuOkU13ApN,0.808,0.97,10.0,-6.098,0.0,0.0504,0.0573,6.170000000000001e-05,0.154,0.868,114.328,2gam98EZKrF9XuOkU13ApN,https://api.spotify.com/v1/tracks/2gam98EZKrF9XuOkU13ApN,https://api.spotify.com/v1/audio-analysis/2gam98EZKrF9XuOkU13ApN,242293.0,4.0,5342568.0,242.29333,22050.0,1.0,0.0,237.46468,0.829,1.0,0.437,0.513,,
