Date,Song,Artist,Weeks in Charts,Track ID
1992-08-12,"End Of The Road (From ""Boomerang"")",Boyz II Men,5,3l3xTXsUXeWlkPqzMs7mPD
1992-08-19,"End Of The Road (From ""Boomerang"")",Boyz II Men,6,3l3xTXsUXeWlkPqzMs7mPD
1992-08-26,"End Of The Road (From ""Boomerang"")",Boyz II Men,7,3l3xTXsUXeWlkPqzMs7mPD
1992-09-02,"End Of The Road (From ""Boomerang"")",Boyz II Men,8,3l3xTXsUXeWlkPqzMs7mPD
1992-09-09,"End Of The Road (From ""Boomerang"")",Boyz II Men,9,3l3xTXsUXeWlkPqzMs7mPD
1992-09-16,"End Of The Road (From ""Boomerang"")",Boyz II Men,10,3l3xTXsUXeWlkPqzMs7mPD
1992-09-23,"End Of The Road (From ""Boomerang"")",Boyz II Men,11,3l3xTXsUXeWlkPqzMs7mPD
1992-09-30,"End Of The Road (From ""Boomerang"")",Boyz II Men,12,3l3xTXsUXeWlkPqzMs7mPD
1992-10-07,"End Of The Road (From ""Boomerang"")",Boyz II Men,13,3l3xTXsUXeWlkPqzMs7mPD
1992-10-14,"End Of The Road (From ""Boomerang"")",Boyz II Men,14,3l3xTXsUXeWlkPqzMs7mPD
1992-10-21,"End Of The Road (From ""Boomerang"")",Boyz II Men,15,3l3xTXsUXeWlkPqzMs7mPD
1992-10-28,"End Of The Road (From ""Boomerang"")",Boyz II Men,16,3l3xTXsUXeWlkPqzMs7mPD
1992-11-04,"End Of The Road (From ""Boomerang"")",Boyz II Men,17,3l3xTXsUXeWlkPqzMs7mPD
1992-11-11,How Do You Talk To An Angel,The Heights,7,2QVHmiFTjFsHyxONRdbkcq
1992-11-18,How Do You Talk To An Angel,The Heights,8,2QVHmiFTjFsHyxONRdbkcq
1992-11-25,I Will Always Love You,Whitney Houston,3,4eHbdreAnSOrDDsFfc4Fpm
1992-12-02,I Will Always Love You,Whitney Houston,4,4eHbdreAnSOrDDsFfc4Fpm
1992-12-09,I Will Always Love You,Whitney Houston,5,4eHbdreAnSOrDDsFfc4Fpm
1992-12-16,I Will Always Love You,Whitney Houston,6,4eHbdreAnSOrDDsFfc4Fpm
1992-12-23,I Will Always Love You,Whitney Houston,7,4eHbdreAnSOrDDsFfc4Fpm
1992-12-30,I Will Always Love You,Whitney Houston,8,4eHbdreAnSOrDDsFfc4Fpm
1993-01-06,I Will Always Love You,Whitney Houston,9,4eHbdreAnSOrDDsFfc4Fpm
1993-01-13,I Will Always Love You,Whitney Houston,10,4eHbdreAnSOrDDsFfc4Fpm
1993-01-20,I Will Always Love You,Whitney Houston,11,4eHbdreAnSOrDDsFfc4Fpm
1993-01-27,I Will Always Love You,Whitney Houston,12,4eHbdreAnSOrDDsFfc4Fpm
1993-02-03,I Will Always Love You,Whitney Houston,13,4eHbdreAnSOrDDsFfc4Fpm
1993-02-10,I Will Always Love You,Whitney Houston,14,4eHbdreAnSOrDDsFfc4Fpm
1993-02-17,I Will Always Love You,Whitney Houston,15,4eHbdreAnSOrDDsFfc4Fpm
1993-02-24,I Will Always Love You,Whitney Houston,16,4eHbdreAnSOrDDsFfc4Fpm
1993-03-03,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,12,4tS8xQfyPGc7f4lJ1JP6BX
1993-03-10,Informer,Snow,10,2LjiPAQOVazT8sRyXL3XRs
1993-03-17,Informer,Snow,11,2LjiPAQOVazT8sRyXL3XRs
1993-03-24,Informer,Snow,12,2LjiPAQOVazT8sRyXL3XRs
1993-03-31,Informer,Snow,13,2LjiPAQOVazT8sRyXL3XRs
1993-04-07,Informer,Snow,14,2LjiPAQOVazT8sRyXL3XRs
1993-04-14,Informer,Snow,15,2LjiPAQOVazT8sRyXL3XRs
1993-04-21,Informer,Snow,16,2LjiPAQOVazT8sRyXL3XRs
1993-04-28,Freak Me,Silk,11,5CdJveJgiGXoGwDFqF6afp
1993-05-05,Freak Me,Silk,12,5CdJveJgiGXoGwDFqF6afp
1993-05-12,That's The Way Love Goes,Janet Jackson,3,29rQJydAlO0uMyWvRIZxQg
1993-05-19,That's The Way Love Goes,Janet Jackson,4,29rQJydAlO0uMyWvRIZxQg
1993-05-26,That's The Way Love Goes,Janet Jackson,5,29rQJydAlO0uMyWvRIZxQg
1993-06-02,That's The Way Love Goes,Janet Jackson,6,29rQJydAlO0uMyWvRIZxQg
1993-06-09,That's The Way Love Goes,Janet Jackson,7,29rQJydAlO0uMyWvRIZxQg
1993-06-16,That's The Way Love Goes,Janet Jackson,8,29rQJydAlO0uMyWvRIZxQg
1993-06-23,That's The Way Love Goes,Janet Jackson,9,29rQJydAlO0uMyWvRIZxQg
1993-06-30,That's The Way Love Goes,Janet Jackson,10,29rQJydAlO0uMyWvRIZxQg
1993-07-07,Weak,SWV,12,71EHOyEOhNx1SzTebRRyng
1993-07-14,Weak,SWV,13,71EHOyEOhNx1SzTebRRyng
1993-07-21,"Can't Help Falling In Love (From ""Sliver"")",UB40,11,7ojJ4XvqBhBcteM0zjMebT
1993-07-28,"Can't Help Falling In Love (From ""Sliver"")",UB40,12,7ojJ4XvqBhBcteM0zjMebT
1993-08-04,"Can't Help Falling In Love (From ""Sliver"")",UB40,13,7ojJ4XvqBhBcteM0zjMebT
1993-08-11,"Can't Help Falling In Love (From ""Sliver"")",UB40,14,7ojJ4XvqBhBcteM0zjMebT
1993-08-18,"Can't Help Falling In Love (From ""Sliver"")",UB40,15,7ojJ4XvqBhBcteM0zjMebT
1993-08-25,"Can't Help Falling In Love (From ""Sliver"")",UB40,16,7ojJ4XvqBhBcteM0zjMebT
1993-09-01,"Can't Help Falling In Love (From ""Sliver"")",UB40,17,7ojJ4XvqBhBcteM0zjMebT
1993-09-08,Dreamlover,Mariah Carey,6,5m9aremBVDMMMAP1tfFCbx
1993-09-15,Dreamlover,Mariah Carey,7,5m9aremBVDMMMAP1tfFCbx
1993-09-22,Dreamlover,Mariah Carey,8,5m9aremBVDMMMAP1tfFCbx
1993-09-29,Dreamlover,Mariah Carey,9,5m9aremBVDMMMAP1tfFCbx
1993-10-06,Dreamlover,Mariah Carey,10,5m9aremBVDMMMAP1tfFCbx
1993-10-13,Dreamlover,Mariah Carey,11,5m9aremBVDMMMAP1tfFCbx
1993-10-20,Dreamlover,Mariah Carey,12,5m9aremBVDMMMAP1tfFCbx
1993-10-27,Dreamlover,Mariah Carey,13,5m9aremBVDMMMAP1tfFCbx
1993-11-03,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,8,391CwgcBxvUHmEKda2b5In
1993-11-10,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,9,391CwgcBxvUHmEKda2b5In
1993-11-17,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,10,391CwgcBxvUHmEKda2b5In
1993-11-24,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,11,391CwgcBxvUHmEKda2b5In
1993-12-01,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,12,391CwgcBxvUHmEKda2b5In
1993-12-08,Again,Janet Jackson,8,0IaMMHVbpJ0LrRAeigWOXr
1993-12-15,Again,Janet Jackson,9,0IaMMHVbpJ0LrRAeigWOXr
1993-12-22,Hero,Mariah Carey,10,5mgCMlxQW7fmHbrdJuowbB
1993-12-29,Hero,Mariah Carey,11,5mgCMlxQW7fmHbrdJuowbB
1994-01-05,Hero,Mariah Carey,12,5mgCMlxQW7fmHbrdJuowbB
1994-01-12,Hero,Mariah Carey,13,5mgCMlxQW7fmHbrdJuowbB
1994-01-19,All For Love,Bryan Adams/Rod Stewart/Sting,9,0dkeKH0PsiIFQJh8tmjPTF
1994-01-26,All For Love,Bryan Adams/Rod Stewart/Sting,10,0dkeKH0PsiIFQJh8tmjPTF
1994-02-02,All For Love,Bryan Adams/Rod Stewart/Sting,11,0dkeKH0PsiIFQJh8tmjPTF
1994-02-09,The Power Of Love,Celine Dion,12,5kK1Iru9ogP3Iy1zsANU1n
1994-02-16,The Power Of Love,Celine Dion,13,5kK1Iru9ogP3Iy1zsANU1n
1994-02-23,The Power Of Love,Celine Dion,14,5kK1Iru9ogP3Iy1zsANU1n
1994-03-02,The Power Of Love,Celine Dion,15,5kK1Iru9ogP3Iy1zsANU1n
1994-03-09,The Sign,Ace Of Base,11,0hrBpAOgrt8RXigk83LLNE
1994-03-16,The Sign,Ace Of Base,12,0hrBpAOgrt8RXigk83LLNE
1994-03-23,The Sign,Ace Of Base,13,0hrBpAOgrt8RXigk83LLNE
1994-03-30,The Sign,Ace Of Base,14,0hrBpAOgrt8RXigk83LLNE
1994-04-06,Bump N' Grind,R. Kelly,10,0DBIL8arX0Zo6eAuxNIpik
1994-04-13,Bump N' Grind,R. Kelly,11,0DBIL8arX0Zo6eAuxNIpik
1994-04-20,Bump N' Grind,R. Kelly,12,0DBIL8arX0Zo6eAuxNIpik
1994-04-27,Bump N' Grind,R. Kelly,13,0DBIL8arX0Zo6eAuxNIpik
1994-05-04,The Sign,Ace Of Base,19,0hrBpAOgrt8RXigk83LLNE
1994-05-11,The Sign,Ace Of Base,20,0hrBpAOgrt8RXigk83LLNE
1994-05-18,I Swear,All-4-One,5,4WUnM4KNZ0kjp0CUeoyOnS
1994-05-25,I Swear,All-4-One,6,4WUnM4KNZ0kjp0CUeoyOnS
1994-06-01,I Swear,All-4-One,7,4WUnM4KNZ0kjp0CUeoyOnS
1994-06-08,I Swear,All-4-One,8,4WUnM4KNZ0kjp0CUeoyOnS
1994-06-15,I Swear,All-4-One,9,4WUnM4KNZ0kjp0CUeoyOnS
1994-06-22,I Swear,All-4-One,10,4WUnM4KNZ0kjp0CUeoyOnS
1994-06-29,I Swear,All-4-One,11,4WUnM4KNZ0kjp0CUeoyOnS
1994-07-06,I Swear,All-4-One,12,4WUnM4KNZ0kjp0CUeoyOnS
1994-07-13,I Swear,All-4-One,13,4WUnM4KNZ0kjp0CUeoyOnS
1994-07-20,I Swear,All-4-One,14,4WUnM4KNZ0kjp0CUeoyOnS
1994-07-27,I Swear,All-4-One,15,4WUnM4KNZ0kjp0CUeoyOnS
1994-08-03,"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,14,73QZwkXJa4BXj0Lbh82jxA
1994-08-10,"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,15,73QZwkXJa4BXj0Lbh82jxA
1994-08-17,"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,16,73QZwkXJa4BXj0Lbh82jxA
1994-08-24,I'll Make Love To You,Boyz II Men,3,61sQYdFNS6sEBYCyr1q5gn
1994-08-31,I'll Make Love To You,Boyz II Men,4,61sQYdFNS6sEBYCyr1q5gn
1994-09-07,I'll Make Love To You,Boyz II Men,5,61sQYdFNS6sEBYCyr1q5gn
1994-09-14,I'll Make Love To You,Boyz II Men,6,61sQYdFNS6sEBYCyr1q5gn
1994-09-21,I'll Make Love To You,Boyz II Men,7,61sQYdFNS6sEBYCyr1q5gn
1994-09-28,I'll Make Love To You,Boyz II Men,8,61sQYdFNS6sEBYCyr1q5gn
1994-10-05,I'll Make Love To You,Boyz II Men,9,61sQYdFNS6sEBYCyr1q5gn
1994-10-12,I'll Make Love To You,Boyz II Men,10,61sQYdFNS6sEBYCyr1q5gn
1994-10-19,I'll Make Love To You,Boyz II Men,11,61sQYdFNS6sEBYCyr1q5gn
1994-10-26,I'll Make Love To You,Boyz II Men,12,61sQYdFNS6sEBYCyr1q5gn
1994-11-02,I'll Make Love To You,Boyz II Men,13,61sQYdFNS6sEBYCyr1q5gn
1994-11-09,I'll Make Love To You,Boyz II Men,14,61sQYdFNS6sEBYCyr1q5gn
1994-11-16,I'll Make Love To You,Boyz II Men,15,61sQYdFNS6sEBYCyr1q5gn
1994-11-23,I'll Make Love To You,Boyz II Men,16,61sQYdFNS6sEBYCyr1q5gn
1994-11-30,On Bended Knee,Boyz II Men,3,7MYmo0JJJDmu4MZTSAF9y3
1994-12-07,On Bended Knee,Boyz II Men,4,7MYmo0JJJDmu4MZTSAF9y3
1994-12-14,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,14,3QRM0qZB7oMYavveH0iEqx
1994-12-21,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,15,3QRM0qZB7oMYavveH0iEqx
1994-12-28,On Bended Knee,Boyz II Men,7,7MYmo0JJJDmu4MZTSAF9y3
1995-01-04,On Bended Knee,Boyz II Men,8,7MYmo0JJJDmu4MZTSAF9y3
1995-01-11,On Bended Knee,Boyz II Men,9,7MYmo0JJJDmu4MZTSAF9y3
1995-01-18,On Bended Knee,Boyz II Men,10,7MYmo0JJJDmu4MZTSAF9y3
1995-01-25,Creep,TLC,12,1aWV3uY3SIEZVbmv45oFWS
1995-02-01,Creep,TLC,13,1aWV3uY3SIEZVbmv45oFWS
1995-02-08,Creep,TLC,14,1aWV3uY3SIEZVbmv45oFWS
1995-02-15,Creep,TLC,15,1aWV3uY3SIEZVbmv45oFWS
1995-02-22,Take A Bow,Madonna,11,5oqukcHWfqq7HGjyKwLX1y
1995-03-01,Take A Bow,Madonna,12,5oqukcHWfqq7HGjyKwLX1y
1995-03-08,Take A Bow,Madonna,13,5oqukcHWfqq7HGjyKwLX1y
1995-03-15,Take A Bow,Madonna,14,5oqukcHWfqq7HGjyKwLX1y
1995-03-22,Take A Bow,Madonna,15,5oqukcHWfqq7HGjyKwLX1y
1995-03-29,Take A Bow,Madonna,16,5oqukcHWfqq7HGjyKwLX1y
1995-04-05,Take A Bow,Madonna,17,5oqukcHWfqq7HGjyKwLX1y
1995-04-12,This Is How We Do It,Montell Jordan,8,6uQKuonTU8VKBz5SHZuQXD
1995-04-19,This Is How We Do It,Montell Jordan,9,6uQKuonTU8VKBz5SHZuQXD
1995-04-26,This Is How We Do It,Montell Jordan,10,6uQKuonTU8VKBz5SHZuQXD
1995-05-03,This Is How We Do It,Montell Jordan,11,6uQKuonTU8VKBz5SHZuQXD
1995-05-10,This Is How We Do It,Montell Jordan,12,6uQKuonTU8VKBz5SHZuQXD
1995-05-17,This Is How We Do It,Montell Jordan,13,6uQKuonTU8VKBz5SHZuQXD
1995-05-24,This Is How We Do It,Montell Jordan,14,6uQKuonTU8VKBz5SHZuQXD
1995-05-31,Have You Ever Really Loved A Woman?,Bryan Adams,8,32Gf5A7Hr8RdgggXG0Fdks
1995-06-07,Have You Ever Really Loved A Woman?,Bryan Adams,9,32Gf5A7Hr8RdgggXG0Fdks
1995-06-14,Have You Ever Really Loved A Woman?,Bryan Adams,10,32Gf5A7Hr8RdgggXG0Fdks
1995-06-21,Have You Ever Really Loved A Woman?,Bryan Adams,11,32Gf5A7Hr8RdgggXG0Fdks
1995-06-28,Have You Ever Really Loved A Woman?,Bryan Adams,12,32Gf5A7Hr8RdgggXG0Fdks
1995-07-05,Waterfalls,TLC,5,6qspW4YKycviDFjHBOaqUY
1995-07-12,Waterfalls,TLC,6,6qspW4YKycviDFjHBOaqUY
1995-07-19,Waterfalls,TLC,7,6qspW4YKycviDFjHBOaqUY
1995-07-26,Waterfalls,TLC,8,6qspW4YKycviDFjHBOaqUY
1995-08-02,Waterfalls,TLC,9,6qspW4YKycviDFjHBOaqUY
1995-08-09,Waterfalls,TLC,10,6qspW4YKycviDFjHBOaqUY
1995-08-16,Waterfalls,TLC,11,6qspW4YKycviDFjHBOaqUY
1995-08-23,Kiss From A Rose,Seal,10,3YKptz29AsOlm7WAVnztBh
1995-08-30,You Are Not Alone,Michael Jackson,-,3AoeaZs8dFemFJr3JdzOL0
1995-09-06,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,4,1DIXPcTDzTj8ZMHt3PDt8p
1995-09-13,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,5,1DIXPcTDzTj8ZMHt3PDt8p
1995-09-20,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,6,1DIXPcTDzTj8ZMHt3PDt8p
1995-09-27,Fantasy,Mariah Carey,-,6xkryXuiZU360Lngd4sx13
1995-10-04,Fantasy,Mariah Carey,2,6xkryXuiZU360Lngd4sx13
1995-10-11,Fantasy,Mariah Carey,3,6xkryXuiZU360Lngd4sx13
1995-10-18,Fantasy,Mariah Carey,4,6xkryXuiZU360Lngd4sx13
1995-10-25,Fantasy,Mariah Carey,5,6xkryXuiZU360Lngd4sx13
1995-11-01,Fantasy,Mariah Carey,6,6xkryXuiZU360Lngd4sx13
1995-11-08,Fantasy,Mariah Carey,7,6xkryXuiZU360Lngd4sx13
1995-11-15,Fantasy,Mariah Carey,8,6xkryXuiZU360Lngd4sx13
1995-11-22,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,-,1X3ypzPnyerpZuMqrDFK29
1995-11-29,One Sweet Day,Mariah Carey & Boyz II Men,-,7ySbfLwdCwl1EM0zNCJZ38
1995-12-06,One Sweet Day,Mariah Carey & Boyz II Men,2,7ySbfLwdCwl1EM0zNCJZ38
1995-12-13,One Sweet Day,Mariah Carey & Boyz II Men,3,7ySbfLwdCwl1EM0zNCJZ38
1995-12-20,One Sweet Day,Mariah Carey & Boyz II Men,4,7ySbfLwdCwl1EM0zNCJZ38
1995-12-27,One Sweet Day,Mariah Carey & Boyz II Men,5,7ySbfLwdCwl1EM0zNCJZ38
1996-01-03,One Sweet Day,Mariah Carey & Boyz II Men,6,7ySbfLwdCwl1EM0zNCJZ38
1996-01-10,One Sweet Day,Mariah Carey & Boyz II Men,7,7ySbfLwdCwl1EM0zNCJZ38
1996-01-17,One Sweet Day,Mariah Carey & Boyz II Men,8,7ySbfLwdCwl1EM0zNCJZ38
1996-01-24,One Sweet Day,Mariah Carey & Boyz II Men,9,7ySbfLwdCwl1EM0zNCJZ38
1996-01-31,One Sweet Day,Mariah Carey & Boyz II Men,10,7ySbfLwdCwl1EM0zNCJZ38
1996-02-07,One Sweet Day,Mariah Carey & Boyz II Men,11,7ySbfLwdCwl1EM0zNCJZ38
1996-02-14,One Sweet Day,Mariah Carey & Boyz II Men,12,7ySbfLwdCwl1EM0zNCJZ38
1996-02-21,One Sweet Day,Mariah Carey & Boyz II Men,13,7ySbfLwdCwl1EM0zNCJZ38
1996-02-28,One Sweet Day,Mariah Carey & Boyz II Men,14,7ySbfLwdCwl1EM0zNCJZ38
1996-03-06,One Sweet Day,Mariah Carey & Boyz II Men,15,7ySbfLwdCwl1EM0zNCJZ38
1996-03-13,One Sweet Day,Mariah Carey & Boyz II Men,16,7ySbfLwdCwl1EM0zNCJZ38
1996-03-20,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,3,28UMiBhn383n9S7GL4tsxD
1996-03-27,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,4,28UMiBhn383n9S7GL4tsxD
1996-04-03,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,5,28UMiBhn383n9S7GL4tsxD
1996-04-10,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,6,28UMiBhn383n9S7GL4tsxD
1996-04-17,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,7,28UMiBhn383n9S7GL4tsxD
1996-04-24,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,8,28UMiBhn383n9S7GL4tsxD
1996-05-01,Always Be My Baby,Mariah Carey,5,2aBxt229cbLDOvtL7Xbb9x
1996-05-08,Always Be My Baby,Mariah Carey,6,2aBxt229cbLDOvtL7Xbb9x
1996-05-15,Tha Crossroads,Bone Thugs-N-Harmony,2,5KSJ9k1FYjFLnIRlJT2wF8
1996-05-22,Tha Crossroads,Bone Thugs-N-Harmony,3,5KSJ9k1FYjFLnIRlJT2wF8
1996-05-29,Tha Crossroads,Bone Thugs-N-Harmony,4,5KSJ9k1FYjFLnIRlJT2wF8
1996-06-05,Tha Crossroads,Bone Thugs-N-Harmony,5,5KSJ9k1FYjFLnIRlJT2wF8
1996-06-12,Tha Crossroads,Bone Thugs-N-Harmony,6,5KSJ9k1FYjFLnIRlJT2wF8
1996-06-19,Tha Crossroads,Bone Thugs-N-Harmony,7,5KSJ9k1FYjFLnIRlJT2wF8
1996-06-26,Tha Crossroads,Bone Thugs-N-Harmony,8,5KSJ9k1FYjFLnIRlJT2wF8
1996-07-03,Tha Crossroads,Bone Thugs-N-Harmony,9,5KSJ9k1FYjFLnIRlJT2wF8
1996-07-10,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,5,2S2x5N5VJNn7vqYukvoFFC
1996-07-17,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,6,2S2x5N5VJNn7vqYukvoFFC
1996-07-24,You're Makin' Me High/Let It Flow,Toni Braxton,8,5bJ796cOnGBzSN5bm4mwMj
1996-07-31,Macarena (Bayside Boys Mix),Los Del Rio,33,4oaj36KzXRgDg4McgcTsZK
1996-08-07,Macarena (Bayside Boys Mix),Los Del Rio,34,4oaj36KzXRgDg4McgcTsZK
1996-08-14,Macarena (Bayside Boys Mix),Los Del Rio,35,4oaj36KzXRgDg4McgcTsZK
1996-08-21,Macarena (Bayside Boys Mix),Los Del Rio,36,4oaj36KzXRgDg4McgcTsZK
1996-08-28,Macarena (Bayside Boys Mix),Los Del Rio,37,4oaj36KzXRgDg4McgcTsZK
1996-09-04,Macarena (Bayside Boys Mix),Los Del Rio,38,4oaj36KzXRgDg4McgcTsZK
1996-09-11,Macarena (Bayside Boys Mix),Los Del Rio,39,4oaj36KzXRgDg4McgcTsZK
1996-09-18,Macarena (Bayside Boys Mix),Los Del Rio,40,4oaj36KzXRgDg4McgcTsZK
1996-09-25,Macarena (Bayside Boys Mix),Los Del Rio,41,4oaj36KzXRgDg4McgcTsZK
1996-10-02,Macarena (Bayside Boys Mix),Los Del Rio,42,4oaj36KzXRgDg4McgcTsZK
1996-10-09,Macarena (Bayside Boys Mix),Los Del Rio,43,4oaj36KzXRgDg4McgcTsZK
1996-10-16,Macarena (Bayside Boys Mix),Los Del Rio,44,4oaj36KzXRgDg4McgcTsZK
1996-10-23,Macarena (Bayside Boys Mix),Los Del Rio,45,4oaj36KzXRgDg4McgcTsZK
1996-10-30,Macarena (Bayside Boys Mix),Los Del Rio,46,4oaj36KzXRgDg4McgcTsZK
1996-11-06,No Diggity,BLACKstreet (Featuring Dr. Dre),5,6MdqqkQ8sSC0WB4i8PyRuQ
1996-11-13,No Diggity,BLACKstreet (Featuring Dr. Dre),6,6MdqqkQ8sSC0WB4i8PyRuQ
1996-11-20,No Diggity,BLACKstreet (Featuring Dr. Dre),7,6MdqqkQ8sSC0WB4i8PyRuQ
1996-11-27,No Diggity,BLACKstreet (Featuring Dr. Dre),8,6MdqqkQ8sSC0WB4i8PyRuQ
1996-12-04,Un-Break My Heart,Toni Braxton,7,5Ihd9HrPvOADyVoonH9ZjB
1996-12-11,Un-Break My Heart,Toni Braxton,8,5Ihd9HrPvOADyVoonH9ZjB
1996-12-18,Un-Break My Heart,Toni Braxton,9,5Ihd9HrPvOADyVoonH9ZjB
1996-12-25,Un-Break My Heart,Toni Braxton,10,5Ihd9HrPvOADyVoonH9ZjB
1997-01-01,Un-Break My Heart,Toni Braxton,11,5Ihd9HrPvOADyVoonH9ZjB
1997-01-08,Un-Break My Heart,Toni Braxton,12,5Ihd9HrPvOADyVoonH9ZjB
1997-01-15,Un-Break My Heart,Toni Braxton,13,5Ihd9HrPvOADyVoonH9ZjB
1997-01-22,Un-Break My Heart,Toni Braxton,14,5Ihd9HrPvOADyVoonH9ZjB
1997-01-29,Un-Break My Heart,Toni Braxton,15,5Ihd9HrPvOADyVoonH9ZjB
1997-02-05,Un-Break My Heart,Toni Braxton,16,5Ihd9HrPvOADyVoonH9ZjB
1997-02-12,Un-Break My Heart,Toni Braxton,17,5Ihd9HrPvOADyVoonH9ZjB
1997-02-19,Wannabe,Spice Girls,5,1Je1IMUlBXcx1Fz0WE7oPT
1997-02-26,Wannabe,Spice Girls,6,1Je1IMUlBXcx1Fz0WE7oPT
1997-03-05,Wannabe,Spice Girls,7,1Je1IMUlBXcx1Fz0WE7oPT
1997-03-12,Wannabe,Spice Girls,8,1Je1IMUlBXcx1Fz0WE7oPT
1997-03-19,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),9,1EM23A621Z0QyTlWKu7T1l
1997-03-26,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),10,1EM23A621Z0QyTlWKu7T1l
1997-04-02,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),11,1EM23A621Z0QyTlWKu7T1l
1997-04-09,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),12,1EM23A621Z0QyTlWKu7T1l
1997-04-16,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),13,1EM23A621Z0QyTlWKu7T1l
1997-04-23,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),14,1EM23A621Z0QyTlWKu7T1l
1997-04-30,Hypnotize,The Notorious B.I.G.,2,7KwZNVEaqikRSBSpyhXK2j
1997-05-07,Hypnotize,The Notorious B.I.G.,3,7KwZNVEaqikRSBSpyhXK2j
1997-05-14,Hypnotize,The Notorious B.I.G.,4,7KwZNVEaqikRSBSpyhXK2j
1997-05-21,MMMBop,Hanson,4,0lnxrQAd9ZxbhBBe7d8FO8
1997-05-28,MMMBop,Hanson,5,0lnxrQAd9ZxbhBBe7d8FO8
1997-06-04,MMMBop,Hanson,6,0lnxrQAd9ZxbhBBe7d8FO8
1997-06-11,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,-,3QHONiXGMGU3z68mQInncF
1997-06-18,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,2,3QHONiXGMGU3z68mQInncF
1997-06-25,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,3,3QHONiXGMGU3z68mQInncF
1997-07-02,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,4,3QHONiXGMGU3z68mQInncF
1997-07-09,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,5,3QHONiXGMGU3z68mQInncF
1997-07-16,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,6,3QHONiXGMGU3z68mQInncF
1997-07-23,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,7,3QHONiXGMGU3z68mQInncF
1997-07-30,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,8,3QHONiXGMGU3z68mQInncF
1997-08-06,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,9,3QHONiXGMGU3z68mQInncF
1997-08-13,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,10,3QHONiXGMGU3z68mQInncF
1997-08-20,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,11,3QHONiXGMGU3z68mQInncF
1997-08-27,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,5,4INDiWSKvqSKDEu7mh8HFz
1997-09-03,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,6,4INDiWSKvqSKDEu7mh8HFz
1997-09-10,Honey,Mariah Carey,-,5NaOWLOmVjcA3M5spRATN9
1997-09-17,Honey,Mariah Carey,2,5NaOWLOmVjcA3M5spRATN9
1997-09-24,Honey,Mariah Carey,3,5NaOWLOmVjcA3M5spRATN9
1997-10-01,4 Seasons Of Loneliness,Boyz II Men,2,027tq4cWr0kRxLTfdxvM1L
1997-10-08,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,-,1L9fzw2pXprOqtemTwtxXF
1997-10-15,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,2,1L9fzw2pXprOqtemTwtxXF
1997-10-22,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,3,1L9fzw2pXprOqtemTwtxXF
