track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,duration,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
1ZiN3wseympSLDIFkaWHHC,0.365,0.5700000000000001,5,-11.674,1,0.0466,0.499,0.0128,0.13,0.639,81.149,215701,4,215.70119,0.335,1.0,0.989,0.658
0iifjjuozo6r5fh2GWI6Pq,0.6880000000000001,0.954,1,-3.767,1,0.0323,0.484,0.0006879999999999,0.259,0.89,98.111,267000,4,267.0,0.465,1.0,0.692,0.668
2r3XNMon9K7bl2KTtHsaQO,0.6980000000000001,0.675,7,-10.742,1,0.04,0.709,0.0,0.0782,0.853,148.063,179467,4,179.46698,0.765,1.0,0.225,0.421
62QRbVm7DqR3eoqgT7pEfs,0.408,0.511,6,-7.225,1,0.0263,0.475,0.0,0.625,0.354,80.176,141720,4,141.72,0.456,0.836,0.536,0.608
4sIkDCqNjTubfb5UVs8lEA,0.356,0.615,6,-7.211,1,0.0315,0.456,0.0,0.0477,0.602,137.186,207413,4,207.41333,0.602,0.881,0.568,0.609
5kbSslE6zBMZnULSrE4SdZ,0.6970000000000001,0.498,9,-9.147,0,0.0419,0.101,0.00082,0.13,0.85,103.77,235800,4,235.8,0.26,0.99,0.968,0.674
627teoJpK7qZOxRRY8TNnv,0.541,0.644,3,-9.716,1,0.0575,0.0958,4.17e-06,0.0576,0.647,168.813,291360,4,291.36,0.132,1.0,0.451,0.581
53RGKUb4zvhHaDCmjgUrIP,0.48,0.8180000000000001,7,-8.361,1,0.101,0.462,0.0,0.365,0.794,157.276,190507,4,190.50667,0.023,0.906,0.845,0.446
3XcjIvaZVUFAIdIYZqY9bd,0.637,0.89,7,-4.872,1,0.0676,0.119,6.500000000000001e-05,0.103,0.923,127.688,207093,4,207.09332,1.0,0.956,0.892,0.57
23jaOlnV7vHmly51DPBr35,0.646,0.467,9,-12.678,0,0.0325,0.524,0.0,0.329,0.877,102.704,167533,4,167.53333,0.105,0.931,0.467,0.494
1GcVa4jFySlun4jLSuMhiq,0.429,0.554,9,-6.128,0,0.0291,0.67,0.0001519999999999,0.105,0.407,136.302,272000,4,272.0,0.291,1.0,0.341,0.422
7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4,279.33334,0.167,0.997,0.345,0.511
5CiOCxc3argOhj5qKNZGN0,0.45,0.81,1,-9.762,1,0.0472,0.122,0.00963,0.0412,0.86,101.568,479413,4,479.41333,0.461,1.0,0.0,0.157
1hwN2eAwsXgktvw9Qe8TrP,0.617,0.6960000000000001,4,-12.739,1,0.0282,0.0155,0.0001989999999999,0.108,0.9,111.136,239760,4,239.76,0.895,1.0,0.639,0.588
1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.6940000000000001,184.301,179173,4,179.17332,0.176,0.772,0.942,0.808
542C7PqR1oEfl63hlhQO4V,0.5760000000000001,0.318,7,-14.366,1,0.0286,0.661,7.47e-06,0.167,0.41,103.493,161907,4,161.90668,0.036,0.392,0.724,0.721
7uWFUpGuEfmxYeymkV95jn,0.533,0.157,2,-16.838,1,0.0374,0.888,0.0,0.108,0.587,134.019,148587,3,148.58667,0.263,1.0,0.799,0.413
1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,5,-9.616,1,0.0396,0.365,5.299999999999999e-06,0.206,0.796,83.293,264504,4,264.504,0.0,1.0,0.896,0.591
2vhW1OmaZDYi63Da9d8R5o,0.37,0.418,2,-11.305,1,0.0266,0.303,0.0,0.0832,0.926,177.576,207986,4,207.98627,0.084,1.0,0.379,0.326
4MAxWahEbzU8m4bD6mSZg9,0.665,0.629,8,-12.852,1,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,169693,4,169.69333,0.793,1.0,0.0,0.094
1vZTgn4JXWMahR8r99ug5H,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,211093,3,211.09332,0.5,0.313,0.451,0.497
5csdrJ0JtFn0qvwlvSh2EI,0.496,0.5630000000000001,4,-12.129,0,0.0337,0.0008349999999999,0.804,0.373,0.723,97.136,246267,4,246.26666,0.875,1.0,0.761,0.428
7pGMRy91RcQT9oHdPgYz3A,0.648,0.646,6,-8.201,1,0.0502,0.627,4.9000000000000005e-06,0.247,0.812,99.975,208853,4,208.85333,0.095,0.988,0.852,0.719
0xL3tjPSUJncbnIOn1uPhZ,0.528,0.435,8,-13.282,1,0.0391,0.48,0.0,0.417,0.477,147.274,206467,4,206.46667,0.63,1.0,0.364,0.411
3m8lTUL5GxGUNSaycI77ND,0.322,0.168,10,-13.893,1,0.0336,0.915,0.000223,0.117,0.259,146.68,311893,4,311.89334,0.058,1.0,0.809,0.792
2Nz6aF1umHh5Et6I5H581L,0.547,0.8200000000000001,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4,172.86667,0.667,1.0,0.82,0.73
5Wj1rJnCLpMHdLaxsFtJLs,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,4,322.54892,0.378,0.997,0.404,0.492
7kllQQPam6HumbUCIPSvHJ,0.707,0.854,7,-8.231,0,0.0286,0.149,0.117,0.0987,0.96,114.022,222347,4,222.34666,0.81,1.0,0.345,0.313
0PxYWaGiwWtcuL1VIMiEW4,0.456,0.933,0,-5.212,1,0.153,0.375,0.0,0.5630000000000001,0.367,125.051,165800,4,165.8,0.784,1.0,0.473,0.518
7FUk1EkNJLXyjadbiHlw0C,0.687,0.523,0,-14.245,1,0.278,0.641,0.0,0.902,0.779,119.692,197733,4,197.73334,0.566,0.005,0.304,0.417
1H4idkmruFoJBg1DvUv2tY,0.479,0.601,7,-8.806000000000001,1,0.0319,0.0823,0.00141,0.111,0.669,124.966,313027,4,313.02667,0.19,0.709,0.112,0.443
6ZqgJAbxuEUjazBLN5V0U4,0.7010000000000001,0.6900000000000001,11,-10.27,1,0.0399,0.0226,0.0,0.173,0.964,122.19,205867,4,205.86667,0.901,0.964,0.751,0.539
0SjnBEHZVXgCKvOrpvzL2k,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,213400,4,213.4,0.907,1.0,0.172,0.572
7fu3Tv5rcoGD1PZV7s57WW,0.596,0.58,3,-9.72,1,0.0446,0.256,0.0,0.1,0.884,107.182,202573,4,202.57333,0.472,1.0,0.341,0.7
16KwF7IrKHTVTitUKH58g3,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,200053,4,200.05333,0.833,1.0,0.257,0.434
4J0DbyODwZJcmIAiTSJfMF,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,180693,3,180.69333,0.218,1.0,0.799,0.828
7gkboYtvhuXNS4EUwmFPcw,0.681,0.264,8,-21.861,1,0.0309,0.833,0.441,0.103,0.6920000000000001,93.809,175400,4,175.4,0.403,1.0,0.278,0.44
4f4RRYN3R7glPElFjeoUnC,0.767,0.45,0,-12.352,1,0.0824,0.347,0.0,0.113,0.809,106.847,203333,4,203.33333,0.65,1.0,0.806,0.711
5PuAFxKmqG72uKyoo11zpQ,0.596,0.589,0,-8.747,1,0.037,0.551,0.0,0.0897,0.587,75.288,156293,4,156.29333,0.199,1.0,0.68,0.674
0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,263747,4,263.74667,0.631,1.0,0.388,0.541
3mWpUEBYnv9SIFWfixSJFx,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,274000,4,274.0,0.908,0.971,0.598,0.42
6CmowFMfHPyMx6c4tHOb0k,0.6990000000000001,0.62,0,-11.16,1,0.0289,0.000493,0.012,0.167,0.768,127.496,200689,4,200.68861,0.95,1.0,0.605,0.632
5q8UoqDHPe9bU4R5bbvcJF,0.355,0.112,10,-15.309,1,0.0362,0.959,0.000104,0.0674,0.153,134.893,220333,4,220.33333,0.14,0.725,0.784,0.531
72PoJMDfdaw9gGECgA9kTZ,0.808,0.8300000000000001,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,156200,4,156.2,0.604,1.0,0.032,0.311
2ARBXxaM4pzXhGpFoZPAg7,0.803,0.73,9,-7.458,0,0.0608,0.643,0.0,0.585,0.8170000000000001,116.627,240240,4,240.24,0.938,0.783,0.246,0.336
1inwt0v9a4ib9yS6Y4KsdM,0.749,0.641,10,-10.06,0,0.0356,0.296,0.000104,0.501,0.841,101.467,202707,4,202.70667,0.364,1.0,0.24,0.306
0HOrDVS349XFcpCYsO2hAP,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,234867,4,234.86667,0.773,1.0,0.0,0.165
49nBXQzYNyjoBmUda3ezMf,0.5740000000000001,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313,207307,4,207.30667,0.925,1.0,0.373,0.478
4oW1lGOw5Q5OLvoJv92qoE,0.471,0.675,0,-9.07,1,0.0513,0.511,0.019,0.232,0.53,125.313,238333,4,238.33333,0.688,1.0,0.521,0.636
7K8QsHbmUpSX37oOCL4e2g,0.621,0.764,2,-8.702,1,0.0578,0.146,4.97e-05,0.161,0.745,102.288,197936,4,197.93591,0.579,0.997,0.54,0.549
2obblQ6tcePeOEVJV6nEGD,0.489,0.578,10,-9.766,1,0.0418,0.234,0.0,0.123,0.511,78.111,222951,4,222.95116,0.384,0.996,0.617,0.531
46OZwUIGXFDclUHJYjunOj,0.544,0.412,7,-12.628,0,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,210693,4,210.69333,0.468,1.0,0.592,0.555
13JsYnkF16pHKuOFG6uI1C,0.392,0.5660000000000001,0,-8.127,1,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,377573,4,377.57333,0.028,1.0,0.798,0.663
6iXQrhhgBisdfvS34EMTZ3,0.308,0.464,10,-9.032,1,0.0279,0.418,2.4900000000000003e-06,0.143,0.318,103.734,213333,4,213.33333,0.534,0.994,0.456,0.61
74jZhGv0fdLaf9q8AZZ15k,0.664,0.547,9,-11.594,1,0.0281,0.139,1.79e-06,0.239,0.964,132.943,172733,4,172.73334,0.858,1.0,0.487,0.458
2ozTcQyZQmm9tSmc4VZfwU,0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535,170067,4,170.06667,0.012,0.938,0.275,0.318
06xkqQuJzl1ddeK48jG6qa,0.639,0.75,5,-11.794,1,0.0557,0.324,0.0335,0.282,0.851,107.174,276333,4,276.33334,0.742,1.0,0.525,0.516
23DZLSxCK6kM8FF2RlzKDl,0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812,224027,4,224.02667,0.39,1.0,0.63,0.542
2x1LQq8lsUzAA2wNj8yjC9,0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,239908,4,239.9083,0.935,1.0,0.359,0.42
5MLLuLqPdUlx8bfKtdkLwO,0.559,0.393,0,-11.095,1,0.0237,0.717,0.0,0.0532,0.669,90.105,274891,4,274.89117,0.039,0.923,0.754,0.679
5ehVOC0zSdwWqyZlhomJSi,0.542,0.324,0,-14.07,1,0.0329,0.5660000000000001,2.27e-06,0.0876,0.421,121.802,213533,4,213.53333,0.739,0.964,0.622,0.574
4p8QcNkaq2FQj8uGJ7HEDK,0.532,0.441,2,-12.866,1,0.0434,0.228,0.0,0.0846,0.67,169.275,255267,4,255.26666,0.167,1.0,0.622,0.441
2yDQVcj26tpi9IUJhw9xDs,0.461,0.499,11,-10.443,0,0.0316,0.238,0.0,0.135,0.387,137.687,212013,4,212.01334,0.476,0.745,0.405,0.552
17VWTx7LD7liGlpnlGhUbn,0.631,0.5630000000000001,2,-12.135,0,0.0552,0.398,0.0,0.0733,0.947,117.963,237120,4,237.12,0.804,1.0,0.0,0.097
3ebYtLVuV4HzEZUDcpZB9p,0.387,0.164,9,-14.617,1,0.085,0.962,0.0,0.0817,0.409,72.029,223144,4,223.14375,0.095,0.983,0.506,0.566
2Tl39kuwt9hDAQS6Dj8uuG,0.673,0.455,0,-11.227,0,0.0355,0.00246,0.7010000000000001,0.0641,0.782,128.132,313554,4,313.55362,0.805,0.962,0.347,0.375
0b7qiL1rLbUUpGXczt7p5T,0.637,0.528,4,-11.287,1,0.0328,0.744,0.0,0.114,0.7020000000000001,124.806,206067,4,206.06667,0.309,0.832,0.694,0.637
0XaaoZUWQFzcFiQbXKhABU,0.637,0.55,9,-12.378,1,0.0335,0.287,1.85e-05,0.345,0.805,119.303,219947,4,219.94667,0.826,1.0,0.282,0.323
0RgcOUQg4qYAEt9RIdf3oB,0.676,0.6920000000000001,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160,4,170.16,0.942,1.0,0.168,0.246
2SVW5774QbmEjWfbHOEnz3,0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.6990000000000001,92.299,149952,4,149.9518,0.609,1.0,0.895,0.748
69HICMmc6nNLucAx3aJX9M,0.762,0.537,9,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,193093,4,193.09332,0.764,0.823,0.742,0.673
5VSAonaAPhhGn0G7hMYwWK,0.441,0.546,4,-12.222,1,0.0336,0.13,0.000144,0.109,0.718,134.752,199573,4,199.57333,0.446,0.984,0.551,0.564
0QmBMkTnJkC1dWNDd0sBWG,0.73,0.583,11,-11.436,1,0.0339,0.0625,0.796,0.0566,0.864,129.107,210961,4,210.961,0.888,1.0,0.827,0.726
0SkpjIqhANcC2QQu8DIuwG,0.499,0.616,7,-8.325,1,0.0392,0.179,0.0001509999999999,0.552,0.622,113.254,240987,4,240.98666,0.813,0.882,0.719,0.653
6hYT9vkr0xMjhBlaLsYq9T,0.599,0.927,0,-8.356,1,0.106,0.126,0.207,0.0441,0.791,110.32,248223,4,248.22263,0.879,1.0,0.35,0.504
608xszaAxVh4m7NcKJiAbF,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686,4,291.68576,0.768,1.0,0.551,0.444
4t0Pj3iBnSCZv5pDEPNmzG,0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911,222267,4,222.26666,0.978,1.0,0.105,0.162
4XrbcxI03ARSyqU8jE3pXy,0.606,0.708,5,-5.525,0,0.0268,0.0107,2.59e-06,0.302,0.473,87.105,184493,4,184.49333,0.447,1.0,0.434,0.533
2qVZpGu1v98tvUAutqyAfJ,0.671,0.776,10,-11.414,1,0.0282,0.137,0.00649,0.394,0.92,112.629,317160,4,317.16,0.984,1.0,1.0,0.824
0VwTeYNjcl30DyQlt3GPe0,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.648,115.192,194453,4,194.45332,0.829,1.0,0.943,0.789
1PehfITh0TTRx3LkDdV4h3,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,261373,4,261.37332,0.248,1.0,0.787,0.582
5opuphTIXgUUClEs5mnIQN,0.447,0.236,7,-15.258,1,0.0313,0.891,0.00151,0.201,0.527,127.596,211773,4,211.77333,0.672,0.983,0.748,0.848
5ABrBYbzepxzcW9pLIWw1j,0.737,0.736,2,-8.347,1,0.0458,0.174,0.00217,0.236,0.862,148.711,189067,4,189.06667,0.516,1.0,0.906,0.777
2u3UJ9KyduTnbi9yUVGYfW,0.7010000000000001,0.895,10,-8.489,1,0.0616,0.115,1.34e-06,0.257,0.415,139.915,222093,4,222.09332,0.815,1.0,0.631,0.532
1qiQduM84A0VeH8Y2uAbqi,0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,185107,4,185.10667,0.794,1.0,0.395,0.391
4Wr14AISsCuBGdkA6rids4,0.8260000000000001,0.406,0,-14.153,0,0.0317,0.00719,0.731,0.0725,0.939,100.278,230920,4,230.92,0.585,1.0,0.477,0.637
1YQIOrrOg1UDqZCGcZWQ0a,0.637,0.524,1,-11.397,0,0.0428,0.394,6.91e-06,0.129,0.8200000000000001,80.299,293600,4,293.6,0.411,1.0,0.329,0.447
78zYiMv9yNTHgmm6kaUPCm,0.514,0.681,7,-10.026,1,0.065,0.199,0.0356,0.0745,0.913,136.821,174400,4,174.4,0.627,0.993,0.668,0.656
6dGWq08LXuIw6T2oUeHECh,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,230600,4,230.6,0.74,0.995,0.603,0.65
12FZTFRyd4RBzvKf8RB0zO,0.267,0.417,5,-8.79,1,0.0283,0.8240000000000001,0.0009609999999999,0.087,0.331,142.595,235800,4,235.8,0.397,0.006,0.339,0.388
10VbGCpgC4FtmYSwBLvIDX,0.328,0.42,0,-10.658,0,0.0288,0.553,0.00212,0.096,0.283,139.705,204493,4,204.49333,0.397,0.926,0.378,0.458
1hRDHWWealh2Pk3fnpIe75,0.613,0.8200000000000001,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,290160,4,290.16,0.796,1.0,0.347,0.448
6Qb7gtV6Q4MnUjSbkFcopl,0.8150000000000001,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347,4,217.34666,0.52,0.989,0.262,0.372
5x9xxVr7nJ9xMfDIW02Nv3,0.634,0.897,9,-6.365,0,0.0398,0.00121,0.867,0.134,0.963,109.282,201493,4,201.49333,0.778,1.0,0.578,0.383
2j4k2Q2SGEijVhTv8pycv2,0.739,0.984,7,-4.52,0,0.0829,0.165,0.000287,0.0294,0.721,144.877,415133,4,415.13333,0.908,1.0,0.234,0.157
1hQFF33xi8ruavZNyovtUN,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4,197.14667,0.339,1.0,0.595,0.592
1tMyqN7bNCokdg7jWgKPc8,0.719,0.79,2,-8.002,1,0.0521,0.0568,0.0,0.0573,0.846,103.751,267067,4,267.06668,0.55,0.945,0.49,0.567
064SVQsmWl5EF0zahmzkQk,0.596,0.897,3,-5.224,1,0.0402,0.0367,0.0,0.151,0.853,108.194,196827,4,196.82668,0.86,1.0,0.699,0.632
2pS6zWWQCpO0IVEBIbzJh8,0.745,0.373,4,-13.002,0,0.0325,0.412,8.880000000000002e-05,0.158,0.904,111.297,170893,4,170.89333,0.232,1.0,0.724,0.516
3FZB0xezeoc1ddx72eg7iF,0.917,0.8230000000000001,7,-8.445,0,0.0368,0.167,0.000945,0.0258,0.969,132.56,211413,4,211.41333,0.954,1.0,0.8,0.516
3uiMBldZ07pW0ySHDX5gzE,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.8150000000000001,124.95,354240,4,354.24,0.772,0.989,0.623,0.643
4UqPeeSyRt59KZmC0aA2Ni,0.508,0.669,1,-10.342,1,0.0377,0.241,0.0148,0.0523,0.875,112.437,468640,4,468.64,0.373,0.981,0.815,0.68
1pBAsoHy7eN9aeVCTAiKua,0.486,0.443,5,-11.728,1,0.0301,0.492,0.0,0.101,0.785,147.206,193040,4,193.04,0.0,0.989,0.627,0.611
0rHiGIRASJq8snJGFJMpnI,0.645,0.42,10,-10.09,1,0.0624,0.555,0.0,0.125,0.583,129.084,266733,4,266.73334,0.744,0.993,0.715,0.563
7HW5WIw7ZgZORCzUxv5gW5,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,4,275.44,0.908,1.0,0.655,0.67
2xiOdusRnZezQok1RgLNeS,0.682,0.716,0,-10.911,1,0.0333,0.0182,0.168,0.337,0.963,123.011,256493,4,256.49332,0.92,0.815,0.572,0.382
3Is0Nnz59rzbNZE491URlY,0.649,0.8250000000000001,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,186907,4,186.90668,1.0,1.0,0.914,0.814
5uuJruktM9fMdN9Va0DUMl,0.8140000000000001,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,300000,4,300.0,0.86,1.0,0.712,0.539
2CDNjonGoGIrfGzAdhbOAF,0.718,0.669,5,-7.283,0,0.0446,0.176,0.8220000000000001,0.0581,0.8240000000000001,108.856,183400,4,183.4,0.76,1.0,0.572,0.495
5gQ3nMRR1eph1wZJpoQweg,0.81,0.448,4,-15.137,1,0.0693,0.132,0.000926,0.063,0.968,117.04,198420,4,198.42,0.925,1.0,0.39,0.491
0KMGxYKeUzK9wc5DZCt3HT,0.434,0.5630000000000001,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373,4,235.37334,0.501,0.952,0.679,0.607
1orVKbp6vqtfAPOmvRofVq,0.6950000000000001,0.582,4,-11.35,1,0.0651,0.297,0.0,0.123,0.892,122.433,187067,4,187.06667,0.815,1.0,0.897,0.626
10LRRKPmx8uHcSxLVWK0ct,0.551,0.514,11,-12.617,1,0.0524,0.336,0.125,0.382,0.721,136.547,237120,3,237.12,0.258,1.0,0.399,0.474
2JurHS80N98Yt3CdIBYz9M,0.475,0.556,6,-8.388,0,0.0321,0.312,0.0,0.216,0.917,200.033,279587,4,279.58667,0.029,1.0,0.431,0.616
6gTrbqZnyljwXdYQTyBkSx,0.728,0.718,8,-5.281,0,0.0501,0.0848,0.0,0.0579,0.733,95.922,219467,4,219.46667,0.571,1.0,0.545,0.405
687YZan9Gol1UVvbpUSO6Y,0.8210000000000001,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,252373,4,252.37334,0.882,0.972,0.48,0.592
2pbWkjtGtjkzBdZ95GFINm,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,307573,4,307.57333,0.556,0.963,0.252,0.289
0uSrLvAGZPVkO2DgCj6DfC,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,231732,4,231.73224,0.497,1.0,0.679,0.679
7kNNylJ1kswWbHeRM6UDuE,0.456,0.6960000000000001,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4,428.13333,0.75,0.687,0.46,0.537
6Zyz8lsnMFpIrCTuvGurCB,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,304926,4,304.92572,0.744,1.0,0.362,0.567
2IcqY68BxP1ONPi3ME6aje,0.35,0.303,9,-10.943,1,0.0316,0.932,0.0257,0.0907,0.187,114.709,184800,4,184.8,0.416,0.81,0.543,0.579
0qRR9d89hIS0MHRkQ0ejxX,0.5730000000000001,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.8170000000000001,169.519,142787,4,142.78667,0.412,1.0,0.404,0.391
0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,4,230.4,0.609,1.0,0.646,0.641
2EDWTamwVRo9XZ6LapRDGA,0.492,0.339,9,-13.598,1,0.0255,0.754,0.0119,0.0869,0.453,99.229,218947,4,218.94667,0.006,0.958,0.404,0.427
2rBBhFXtuMoGuwYTSDpAdF,0.553,0.839,0,-5.844,0,0.116,0.153,6.000000000000001e-05,0.13,0.673,121.819,217733,4,217.73334,0.778,0.97,0.488,0.53
7kv7zBjMtVf0eIJle2VZxn,0.6970000000000001,0.8130000000000001,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,180027,4,180.02667,0.834,1.0,0.827,0.644
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,391.37625,0.197,1.0,0.357,0.474
2TcwEYyydQuEMJwdmSgVLD,0.597,0.342,8,-8.167,1,0.0299,0.389,3.0400000000000004e-05,0.114,0.11,109.609,253227,3,253.22667,0.323,0.998,0.385,0.461
4pNiE4LCVV74vfIBaUHm1b,0.588,0.5680000000000001,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,232760,4,232.76,0.326,1.0,0.449,0.477
6mjlbRIgMTf2nqY0kq1rOJ,0.753,0.753,5,-13.023,0,0.0436,0.0144,4.43e-05,0.0711,0.913,113.068,242133,4,242.13333,0.979,1.0,0.683,0.43
0ofHAoxe9vBkTCp2UQIavz,0.8280000000000001,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,257.8,0.807,1.0,0.791,0.271
7ohR0qPH6f2Vuj2pUNanJG,0.854,0.847,2,-9.019,1,0.042,0.232,0.000569,0.345,0.89,122.644,255133,4,255.13333,0.921,1.0,0.325,0.364
7iXYRR70wewzVYzWScm99j,0.434,0.722,0,-6.388,1,0.0351,0.462,0.773,0.05,0.453,95.637,167533,4,167.53333,0.099,1.0,0.266,0.392
1DgW5aYMFM5mAXh7OAoLQe,0.673,0.662,5,-7.021,1,0.04,0.226,0.0,0.121,0.725,98.564,211227,4,211.22667,0.243,1.0,0.367,0.482
0BTjoeNHz0mSjXCZO4hzad,0.5670000000000001,0.585,0,-11.553,1,0.0363,0.107,0.0,0.11,0.876,143.555,170000,4,170.0,0.68,1.0,1.0,0.767
3QqO9FxVrikwo7kS5ls3kQ,0.297,0.481,0,-7.681,1,0.0278,0.5740000000000001,0.00352,0.094,0.456,139.896,213973,4,213.97333,0.095,0.647,0.565,0.551
5VMRcR2OmIuK0jQgy6Wbs2,0.406,0.52,2,-8.886,0,0.0895,0.475,0.0003219999999999,0.8200000000000001,0.62,203.006,314120,3,314.12,0.054,1.0,0.383,0.357
2M2WJ7gBlcKNxdhyfPp9zY,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,4,220.56,0.869,1.0,0.584,0.52
4MVA30NmvNtpbDon1ZG7mk,0.677,0.915,0,-3.859,1,0.0912,0.00121,0.916,0.322,0.545,124.929,212307,4,212.30667,0.789,0.881,0.454,0.587
3dFR132gzO8jxD57R2gid3,0.333,0.367,2,-10.06,1,0.0291,0.8310000000000001,1.19e-05,0.262,0.0685,77.986,216287,3,216.28667,0.108,0.624,0.556,0.78
2JoZzpdeP2G6Csfdq5aLXP,0.633,0.357,5,-9.366,0,0.0264,0.107,0.0,0.133,0.672,104.938,245200,4,245.2,0.501,0.983,0.469,0.542
41sGGCCoHI2GLV9qadX80A,0.646,0.602,5,-10.238,0,0.0758,0.0599,1.7000000000000003e-05,0.0956,0.543,156.101,255845,4,255.84503,0.233,1.0,0.299,0.733
3mRM4NM8iO7UBqrSigCQFH,0.7030000000000001,0.8270000000000001,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,285373,4,285.37332,0.965,1.0,0.551,0.611
2OEIohmLSRsLZnrHmksxJN,0.5680000000000001,0.44,6,-14.214,0,0.0307,0.327,0.942,0.106,0.462,97.763,214133,4,214.13297,0.862,0.832,0.425,0.578
5KgbyD2lQQlIupAaPjgiXg,0.733,0.795,1,-7.224,0,0.0249,0.0263,0.0009519999999999,0.083,0.892,109.121,212253,4,212.25333,0.835,1.0,0.676,0.694
6GQLHDE3YwtVUdDcMv8xwf,0.592,0.811,8,-6.87,0,0.0462,0.389,1.11e-06,0.837,0.865,109.266,177960,4,177.96,0.541,1.0,0.419,0.409
0wLpW3AwfNicWHef8joJLb,0.652,0.372,6,-15.445,0,0.0321,0.0682,0.0001989999999999,0.0923,0.28,111.986,344773,4,344.77332,0.687,0.977,0.229,0.452
23jNwwtRqBSujsMT41gODf,0.501,0.5730000000000001,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,176480,4,176.48,0.34,1.0,0.0,0.135
